bea_code,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
315AL,1.427e-4,2.63e-5,1.53e-5,2.13e-5,1.34e-5,6.15e-5,2.95e-5,4.7e-5,1.466e-4,3.84e-5,3.01e-5,4.22e-5,1.12e-5,2.81e-5,7.124e-4,3.6e-5,1.014e-4,4.35e-4,8.933e-4,0.0043884,0.8962563,9.82e-5,1.381e-4,1.35e-5,9.5e-5,6.18e-5,8.81e-5,2.4e-5,2.43e-5,2.065e-4,9.01e-5,1.51e-5,1.56e-5,9.03e-5,4.01e-5,4.31e-5,2.08e-5,2.67e-5,2.12e-5,1.31e-5,1.82e-5,2.04e-5,1.78e-5,1.22e-5,2.17e-5,1.51e-5,1.81e-5,6.9e-6,3.53e-5,3.96e-5,8.9e-6,1.28e-5,2.06e-5,1.88e-5,6.67e-5,2.754e-4,5.71e-5,2.58e-5,5.96e-5,3.61e-5,6.61e-5,6.52e-5,9.48e-5,4.42e-5,8.13e-5,5.764e-4,7.65e-5,3.46e-5,0.0015771,1.353e-4,7.5e-5,1.254e-4,3.46e-5
322,0.0057442,0.0014385000000000001,0.0021095,0.0038204,0.0022241,0.0020977,0.005814,0.0183871,0.02302,0.0174495,0.0128645,0.0091916,0.0036726,0.0192022,0.016471,0.0043086,0.0304006,0.0227459,0.032347,0.0240004,0.0057924,1.2193073,0.1025836,0.0017768,0.0097639,0.0279152,0.0048584,0.0020265,0.0039827,0.0018586,0.0029327,0.0017739,0.0028105,0.0030343,0.0028918,0.0103183,0.0020296,0.005987,0.0025431,0.0027749,0.0015973,0.0020077,0.002501,0.001722,0.0026296,0.0029612,0.0021047,3.542e-4,0.0031103,0.00393,0.0017155,0.0021493,0.0037163,0.0021221,0.0070247,0.0054462,0.0045742,0.0030532,0.0046628,0.0043461,0.007084,0.0021335,0.0033934,0.0115923,0.0075818,0.0052524,0.0027545,0.0065085,0.0032044,0.0081617,0.0036949,0.0634293,0.0065085
323,9.763e-4,5.184e-4,7.578e-4,9.45e-4,8.482e-4,0.0011964,0.0011726,0.0013409,0.0011021,0.0024254,0.001623,0.00129,4.385e-4,0.0012391,0.00138,6.683e-4,0.0018049,0.0057824,0.0013074,0.0174073,0.0020712,0.0050779,0.997794,5.223e-4,7.312e-4,0.001942,0.0043059,0.0017529,0.0012236,9.325e-4,0.0052039,7.166e-4,9.749e-4,0.0015415,0.0013805,0.0023902,9.275e-4,0.0016717,7.034e-4,0.0064089,0.003528,0.0015348,0.005971,0.0014283,0.0027976,0.0035226,0.0022358,1.781e-4,0.0015569,0.0019494,0.0016782,0.0013245,0.0077477,0.002035,0.0031702,0.0015475,0.0028435,0.0019846,0.0041172,0.0013548,0.0052651,0.0041017,0.0022868,0.0019502,0.0018879,0.0025793,0.0025724,0.0035702,0.001116,0.0044909,0.00251,0.015545,0.0035702
324,0.0177491,0.0059875,0.0108556,0.0168508,0.0083891,0.0218004,0.0196454,0.0095894,0.0109978,0.0139085,0.0067189,0.0046389,0.0015925,0.0097425,0.0051172,0.0022283,0.0075205,0.0071983,0.0105867,0.0112835,0.0037116,0.0101791,0.009055,0.93382,0.039343,0.0131617,0.003594,0.0040121,0.0041693,0.0021745,0.0031774,0.0568614,0.0211797,0.0446066,0.047492,0.023479,0.0052959,0.0255403,0.0096976,0.0016327,0.001664,0.0022771,0.002573,0.004115,0.0069299,9.399e-4,0.0059766,9.331e-4,0.0066713,0.0052232,0.0010946,0.0024962,0.0025939,0.002203,0.0057359,0.013611,0.0101768,0.0042546,0.0086216,0.0044261,0.0045602,0.0032324,0.0108615,0.0038164,0.0050752,0.0038383,0.0087149,0.0029377,0.0083978,0.0260316,0.033686,0.0158029,0.0029377
325,0.0703782,0.0196766,0.0222234,0.021458,0.0100502,0.0112605,0.0190523,0.0704092,0.0368121,0.0149659,0.024647,0.016545,0.0146077,0.0311358,0.0353092,0.0102757,0.0485774,0.0562368,0.0501866,0.2245499,0.0366074,0.0586021,0.0779383,0.0507114,1.1321255,0.2619862,0.0061999,0.0042864,0.0051949,0.0024975,0.0046866,0.005006,0.0080416,0.0072444,0.0064761,0.0070236,0.0036868,0.0067388,0.0045869,0.0035141,0.0040421,0.0047343,0.005741,0.0020469,0.0033608,0.0021261,0.0029266,0.0010341,0.0100078,0.0046071,0.0017647,0.0032048,0.0106488,0.0037925,0.0124051,0.0176204,0.0102991,0.0321216,0.0274099,0.0150662,0.0089306,0.004855,0.0125824,0.0042253,0.0082725,0.0079613,0.0069577,0.008728,0.0036425,0.0231875,0.0281833,0.0307729,0.008728
326,0.0088132,0.0023494,0.0023902,0.0092229,0.0039123,0.0050074,0.0159754,0.0141417,0.0110915,0.008675,0.0106294,0.0201655,0.0081345,0.0216592,0.0343129,0.0102231,0.0383693,0.0333309,0.0260811,0.0507812,0.0079246,0.0243387,0.0316218,0.0022581,0.0143155,1.0464344,0.0097809,0.0042546,0.0065409,0.0022025,0.0044464,0.0021113,0.0027543,0.0034318,0.0040591,0.0040245,0.0023586,0.0079045,0.0026476,0.0018476,0.0015423,0.0065399,0.0030905,0.0010169,0.001664,0.0023943,0.0015413,6.467e-4,0.0030844,0.0050572,8.246e-4,0.0033124,0.0045153,0.0015744,0.0044369,0.0059806,0.0039539,0.0088677,0.0066915,0.0080198,0.0083291,0.0017823,0.0057925,0.0026567,0.0094073,0.0056184,0.0072191,0.0034363,0.0019654,0.0069898,0.0161279,0.0317583,0.0034363
42,0.1423656,0.0454872,0.0504136,0.0635016,0.0325928,0.0332187,0.0801282,0.1400096,0.0831255,0.1489118,0.1074575,0.1138543,0.0582613,0.1265577,0.1898659,0.073031,0.1195652,0.0743664,0.1595915,0.111175,0.0722275,0.1190772,0.0805521,0.0571113,0.0901694,0.1259193,1.0409701,0.023885,0.01925,0.0161786,0.0256778,0.0277017,0.0466093,0.0574027,0.0443442,0.0288671,0.0190279,0.0322714,0.0224643,0.03071,0.0077028,0.0334609,0.0196908,0.0079497,0.0133359,0.0059123,0.0134496,0.003533,0.0206956,0.0445628,0.0070961,0.0142889,0.0250404,0.0253878,0.025859,0.0455313,0.025855,0.0372196,0.0358763,0.0249979,0.037801800000000003,0.0136527,0.0366714,0.0222209,0.0442206,0.030727,0.0493813,0.0223726,0.0251281,0.0407559,0.0697302,0.0789223,0.0223726
441,5.811e-4,1.925e-4,0.0011262,0.0025498,0.0011772,4.338e-4,0.0020314,0.0038499,0.0022639,0.001423,0.0018911,0.0053515,6.945e-4,7.167e-4,0.0073167,0.0025517,0.0024019,0.0018891,0.0021725,0.0011726,7.611e-4,0.0030388,0.0013642,5.559e-4,9.106e-4,0.0012952,4.643e-4,1.0017681,0.002433,5.939e-4,0.0016576,4.352e-4,7.673e-4,0.0011644,0.0042275,8.712e-4,4.704e-4,7.369e-4,7.098e-4,4.705e-4,3.919e-4,5.085e-4,5.008e-4,2.739e-4,4.121e-4,1.937e-4,3.266e-4,1.651e-4,0.0010003,0.0023378,2.188e-4,4.116e-4,6.78e-4,4.257e-4,0.0039435,0.0013556,4.445e-4,3.42e-4,5.599e-4,4.727e-4,4.274e-4,4.161e-4,6.873e-4,4.99e-4,6.979e-4,0.0054159,5.211e-4,4.108e-4,3.698e-4,4.968e-4,8.702e-4,0.0015667,4.108e-4
445,1.568e-4,2.68e-5,1.81e-5,3.34e-5,1.7e-5,9.45e-5,1.316e-4,4.21e-5,6.16e-5,4.86e-5,3.54e-5,4.04e-5,1.19e-5,5.15e-5,3.73e-5,1.51e-5,6.91e-5,4.94e-5,8.88e-5,4.52e-5,2.74e-5,4.57e-5,2.596e-4,2.33e-5,7.13e-5,4.41e-5,3.24e-5,4.47e-5,0.9751556,2.13e-5,3.48e-5,7.49e-5,6.24e-5,4.19e-5,7.014e-4,2.82e-4,2.42e-5,1.915e-4,2.8e-5,1.68e-5,1.6e-5,1.87e-5,2.65e-5,2.58e-5,3.15e-5,1.37e-5,3.12e-5,2.79e-5,8.53e-5,3.97e-5,1.77e-5,2.82e-5,2.92e-5,2.54e-5,8.26e-5,5.46e-5,3.57e-5,4.74e-5,5.23e-5,6.39e-5,4.25e-5,2.75e-5,4.12e-5,1.45e-4,0.0011514,3.88e-5,2.29e-5,1.7e-5,2.51e-5,3.48e-5,4.93e-5,4.03e-5,1.7e-5
452,4.36e-4,7.88e-5,8.92e-5,1.931e-4,8.37e-5,2.567e-4,9.102e-4,2.619e-4,2.41e-4,1.794e-4,1.659e-4,3.38e-4,6.42e-5,2.305e-4,3.742e-4,1.286e-4,3.598e-4,2.711e-4,3.304e-4,1.864e-4,1.055e-4,2.355e-4,8.902e-4,7.92e-5,1.531e-4,1.539e-4,9.28e-5,1.917e-4,2.037e-4,1.0000792,1.633e-4,1.162e-4,2.093e-4,1.566e-4,0.0020012,7.838e-4,9.57e-5,5.224e-4,9.78e-5,5.9e-5,5.06e-5,6.77e-5,7.96e-5,5.59e-5,8.26e-5,3.61e-5,6.8e-5,1.562e-4,2.671e-4,1.972e-4,4.13e-5,5.95e-5,8.77e-5,6.2e-5,4.049e-4,1.819e-4,1.414e-4,7.26e-5,1.059e-4,9.69e-5,9.04e-5,9.41e-5,1.305e-4,3.436e-4,3.797e-4,3.347e-4,7.91e-5,6.28e-5,7.28e-5,9.34e-5,2.261e-4,1.572e-4,6.28e-5
4A0,0.0053698,9.643e-4,0.0010273,0.0035026,0.0012207,0.0048278,0.0412874,0.0058662,0.0025661,0.0023369,0.0018897,0.0029736,7.295e-4,0.0029812,0.0028154,0.0010212,0.0044441,0.0031943,0.0038149,0.0032805,0.0012405,0.0027374,0.0171972,0.001387,0.0039326,0.0023716,0.0013272,0.0041991,0.0020894,0.0029668,1.0020913,0.0016026,0.0035001,0.0093909,0.0238413,0.0093955,0.0022593,0.0072601,0.0012889,6.896e-4,7.978e-4,9.8e-4,0.0010684,9.669e-4,0.0012651,5.379e-4,0.0010687,0.002787,0.0038596,0.0015104,5.527e-4,7.012e-4,0.0011021,8.177e-4,0.0025039,0.0021928,0.0013967,0.0012358,0.0015994,0.0016253,0.0013809,0.0029225,0.0033144,0.0070206,0.0076071,0.0031379,0.0014544,7.825e-4,0.0012227,0.0016942,0.0073739,0.0021895,7.825e-4
481,0.0024814,0.014716,8.011e-4,0.0013161,0.0012454,0.0011823,0.0015198,0.0039098,0.0049607,0.0023489,0.0018462,0.0015053,5.786e-4,0.0015514,0.0021146,0.0011514,0.0020948,0.0013031,0.0022578,0.0017115,0.0012774,0.0023749,0.0018987,6.582e-4,0.0011966,0.0023742,0.0027549,0.0013175,0.0010986,7.613e-4,0.0013246,1.0024807,0.0011091,0.0046115,0.0080106,0.0015425,7.988e-4,0.0061628,0.0029024,0.0011144,0.0011924,0.0010952,0.0017739,0.0019734,0.0028401,4.841e-4,0.0027713,1.783e-4,0.0040032,0.0025614,0.0011648,0.0025073,0.0020307,0.0011059,0.0023648,0.0026528,0.0018324,0.0018639,0.0013976,0.0015303,0.001905,0.0011427,0.0018255,9.287e-4,0.001885,0.0012391,0.0086358,0.0066717,0.0051577,0.0015034,0.0014176,0.0018884,0.0066717
482,0.0078241,0.0015358,0.0025586,0.0078015,0.0016467,0.0052983,0.0033681,0.0093666,0.0186109,0.0167763,0.0071729,0.0038097,8.271e-4,0.005625,0.0050984,0.001865,0.0064467,0.0032575,0.0105414,0.0045037,0.0015446,0.0168245,0.0042403,0.0035508,0.0071748,0.0104946,7.831e-4,6.441e-4,9.332e-4,4.418e-4,6.315e-4,0.0012919,1.0020987,0.0017122,0.0112234,0.0013719,8.511e-4,0.0026177,7.541e-4,3.55e-4,3.211e-4,7.425e-4,5.849e-4,3.088e-4,4.882e-4,2.521e-4,4.544e-4,1.823e-4,0.0011256,7.4e-4,2.788e-4,3.793e-4,7.858e-4,3.863e-4,0.0011926,0.0017693,0.001152,0.0010399,0.0012636,0.0010021,0.0016577,5.869e-4,0.0022232,0.0010458,0.0021752,9.419e-4,0.0011802,0.0031595,0.0082602,0.0021632,0.0071079,0.0052514,0.0031595
483,0.0027384,4.079e-4,0.0012776,0.0018384,4.618e-4,9.008e-4,9.237e-4,3.587e-4,0.0033903,0.0024285,0.0010546,5.316e-4,1.345e-4,0.0011117,5.516e-4,2.142e-4,5.269e-4,5.473e-4,0.0028311,8.137e-4,3.009e-4,8.904e-4,2.991e-4,7.26e-4,0.0011891,9.044e-4,2.132e-4,1.747e-4,1.728e-4,9.35e-5,1.626e-4,2.289e-4,2.298e-4,0.9903254,2.782e-4,2.436e-4,3.225e-4,3.947e-4,2.827e-4,9.83e-5,8.61e-5,1.18e-4,1.463e-4,7.5e-5,1.363e-4,9.39e-5,1.171e-4,4.1e-5,2.309e-4,1.807e-4,4.9e-5,8.16e-5,2.573e-4,1.15e-4,2.426e-4,3.532e-4,4.179e-4,2.633e-4,3.422e-4,2.136e-4,3.391e-4,1.421e-4,4.204e-4,2.433e-4,4.433e-4,1.796e-4,0.003273,6.664e-4,0.0131867,5.965e-4,9.53e-4,7.81e-4,6.664e-4
484,0.0367359,0.0130364,0.0079821,0.0209655,0.005693,0.0082106,0.0212764,0.0324561,0.0423793,0.0454496,0.0247417,0.0181095,0.006063,0.0218892,0.0236739,0.0106871,0.0282975,0.0130405,0.05234,0.0242037,0.0146231,0.0303637,0.0163009,0.0165898,0.0137,0.0197411,0.0085354,0.0113533,0.00823,0.0048593,0.0089444,0.0183508,0.0107581,0.013994,1.0456281,0.0072947,0.005657,0.0861063,0.0130889,0.0035924,0.0024111,0.0036708,0.004416,0.0015102,0.00279,0.0012819,0.0024451,8.516e-4,0.0053825,0.0052472,0.0014618,0.0023424,0.0043206,0.0023171,0.0047191,0.0434932,0.0053093,0.0041761,0.0061041,0.0047582,0.0083114,0.003816,0.0081288,0.0050015,0.0085393,0.00562,0.0131834,0.0037882,0.0150073,0.0081009,0.0134105,0.0172943,0.0037882
485,9.069e-4,6.229e-4,9.468e-4,0.0012369,0.0019448,0.002788,0.0016306,0.0020078,0.0022815,0.0020581,0.0019137,0.0012948,4.134e-4,0.0011357,0.0013455,7.123e-4,0.0020791,0.0013424,0.0013639,0.0011313,0.0012963,0.0019564,0.0023549,5.968e-4,7.378e-4,0.0018254,0.0023929,0.0020818,0.0017051,0.0012734,0.0018449,0.0010493,0.0051854,0.002243,0.0013955,0.924752,0.0011407,0.0020521,0.0011751,0.0019635,0.0031473,0.0029098,0.0038783,0.0050484,0.0057264,0.0020385,0.0055599000000000004,3.769e-4,0.008924,0.0048095,0.0029831,0.0062087,0.0034952,0.0022725,0.0046107,0.004468,0.0053361,0.0043948,0.0070701,0.0050398,0.0030296,0.0167987,0.0033193,0.0017482,0.0037563,0.0023565,9.399e-4,0.0011279,0.0010007,0.0084852,0.0048633,0.0048713,0.0011279
486,0.00222,5.986e-4,0.024701,0.0020932,6.347e-4,0.0250415,0.0012881,0.0011823,0.0017571,0.0016673,0.0010305,6.909e-4,2.766e-4,9.594e-4,7.105e-4,4.927e-4,9.623e-4,7.199e-4,0.0014091,0.0015162,6.662e-4,0.0017981,0.0012707,0.028153,0.0029745,0.0015964,6.553e-4,8.241e-4,0.0017768,7.769e-4,7.481e-4,0.0042295,0.0016151,0.0038158,0.0034742,0.0035403,1.0012538,0.0034197,0.0013696,3.116e-4,3.622e-4,5.997e-4,5.523e-4,4.712e-4,7.186e-4,2.067e-4,8.535e-4,1.625e-4,0.0018255,7.035e-4,2.647e-4,3.26e-4,4.297e-4,4.974e-4,6.823e-4,0.0015904,0.0013468,5.99e-4,0.0010426,9.332e-4,6.58e-4,6.61e-4,0.0054874,0.0010258,0.0011205,7.856e-4,9.42e-4,4.04e-4,0.0060549,0.0020873,0.0269776,0.0015766,4.04e-4
487OS,0.0108156,0.0058145,0.0043506,0.0118918,0.0035077,0.0139819,0.0075803,0.01711,0.0181111,0.0133794,0.0084843,0.0071676,0.0030431,0.0082226,0.0105039,0.0044629,0.0122336,0.0060202,0.0139642,0.0100296,0.0069549,0.0143934,0.0106791,0.0056506,0.0059958,0.0105335,0.0342886,0.0125087,0.0104239,0.0046329,0.0177641,0.1061641,0.0186285,0.077952,0.1352285,0.0196465,0.0184352,1.0053727,0.0393109,0.004796,0.0071594,0.0035617,0.0099713,0.0028643,0.0096735,0.0013116,0.0068469,5.419e-4,0.0044781,0.0166324,0.0030252,0.0038892,0.0060724,0.003746,0.0061765,0.0200583,0.004025,0.0052512,0.0085241,0.0046142,0.0084264,0.0066032,0.0089801,0.0032875,0.0061196,0.0045784,0.00534,0.0033982,0.0160704,0.0045335,0.0152578,0.0085542,0.0033982
493,0.0068713,0.0016714,0.0018055,0.0041492,0.0013405,0.0026426,0.0045466,0.0158968,0.0187517,0.0052506,0.0052028,0.0045298,0.0026937,0.0046412,0.0056592,0.0025778,0.0072101,0.0057928,0.0099898,0.0296614,0.014219,0.0225777,0.016668,0.0023346,0.00541,0.0180484,0.0178958,0.0350659,0.0292515,0.0166986,0.027724,0.0023316,0.0024281,0.0188405,0.0169252,0.0054329,0.008048,0.0070126,1.0387757,0.0024556,0.0024744,0.0023211,0.0038921,7.86e-4,0.0012706,6.76e-4,0.0011281,2.838e-4,0.0031668,0.0046662,0.0012251,0.0017056,0.0024104,0.0013911,0.009435,0.0054205,0.0024606,0.0025202,0.0043269,0.0025721,0.0029888,0.0027265,0.002805,0.0019535,0.0044362,0.0027229,0.0025405,0.0038488,0.001449,0.0052048,0.0037922,0.0066165,0.0038488
511,0.001542,8.078e-4,0.0015198,0.0017628,0.0015009,0.003469,0.0027547,0.0029952,0.0029667,0.0027945,0.0028356,0.002127,7.94e-4,0.0020351,0.0018976,0.0020474,0.0030695,0.0020572,0.0019967,0.0018184,0.0017277,0.0027579,0.0027866,9.24e-4,0.0010108,0.0019418,0.004395,0.0067282,0.0027742,0.0025905,0.0041643,0.0018089,0.0028866,0.0032306,0.0019755,0.0031008,0.0020941,0.0035048,0.0021271,1.0191209,0.0020888,0.0037019,0.1194109,0.004328,0.007208,0.0024111,0.0075392,4.063e-4,0.0041955,0.0039309,0.0056509,0.0157697,0.0150379,0.0032805,0.0090171,0.0046338,0.0071594,0.002875,0.0059962,0.0027277,0.0047219,0.0032046,0.0039401,0.0024354,0.0039227,0.0039692,0.0029882,0.0067212,0.0019571,0.0082569,0.0059476,0.0051899,0.0067212
512,4.38e-4,2.422e-4,5.324e-4,5.782e-4,5.191e-4,7.096e-4,7.121e-4,6.074e-4,7.644e-4,6.595e-4,6.674e-4,5.016e-4,1.913e-4,4.835e-4,5.012e-4,3.673e-4,6.822e-4,5.166e-4,5.695e-4,5.101e-4,5.154e-4,6.19e-4,7.367e-4,3.294e-4,2.906e-4,5.538e-4,0.0010626,0.0030282,0.0020599,4.919e-4,0.0010044,9.835e-4,5.815e-4,9.77e-4,7.705e-4,0.0010975,0.0026877,8.924e-4,4.422e-4,0.0018408,1.2221989,0.073575,0.002711,0.0011756,0.0017455,7.234e-4,0.0017208,1.138e-4,0.001979,0.0013131,0.001017,0.0010944,0.0054886,0.0016313,0.0016295,0.0012613,0.0027727,0.0010239,0.0013387,0.0048395,0.0077066,0.004284,0.0017134,0.0039969,0.0061601,0.001542,0.0015676,0.0051195,0.0015259,0.0024049,0.0011826,0.001434,0.0051195
513,0.0047771,0.0026737,0.0050358,0.005624,0.0055273,0.0074492,0.0080458,0.0067345,0.0087258,0.007171,0.0075579,0.0053725,0.0020877,0.0052265,0.0051238,0.0041748,0.0075547,0.0057324,0.0059546,0.0054693,0.0053448,0.0066996,0.008586,0.0031314,0.0029773,0.0059618,0.0107745,0.0133512,0.0079698,0.0048406,0.0108231,0.009558,0.0059879,0.0097274,0.0084081,0.013043,0.022353,0.0093707,0.0044166,0.0152834,0.0179393,1.1135037,0.0345416,0.0132749,0.0196629,0.0084252,0.0201516,0.0012143,0.0207556,0.0112549,0.0123039,0.0102196,0.0525227,0.0094954,0.0180339,0.0148124,0.0159596,0.0092773,0.0138935,0.0107378,0.0075472,0.0104501,0.0135291,0.021489,0.0129313,0.0118358,0.0173309,0.0145614,0.0117335,0.0289375,0.0128569,0.0168836,0.0145614
514,0.0057438,0.0032544,0.0063186,0.008201,0.006718,0.0173605,0.0112505,0.0160368,0.0183837,0.014235,0.014866,0.0112627,0.0031639,0.0112764,0.0087571,0.008851,0.0178333,0.0111363,0.0097813,0.0097982,0.0086534,0.0160434,0.0131714,0.0039811,0.0046345,0.0101178,0.0146649,0.0335026,0.0155899,0.0103433,0.0220998,0.0089715,0.0093421,0.0155527,0.0085668,0.0152013,0.0123169,0.0114393,0.0073739,0.0781652,0.0104269,0.0175318,0.9452067,0.0255318,0.0298633,0.0101757,0.0377911,0.0021419,0.0188621,0.0156583,0.0179191,0.0216821,0.105372,0.0155132,0.04533,0.0260035,0.0252389,0.0100429,0.0193563,0.0118214,0.011797,0.0172864,0.0200539,0.0118495,0.02438,0.0209604,0.0179533,0.0234037,0.011203,0.028125,0.0281855,0.0212478,0.0234037
521CI,0.0248743,0.0146446,0.0210312,0.0286532,0.0267685,0.0234193,0.0182599,0.0216297,0.0225652,0.02286,0.0203369,0.0167479,0.0145312,0.0213181,0.0218194,0.0102802,0.0248622,0.0241296,0.0215003,0.0198348,0.044143,0.0217408,0.0211369,0.0120637,0.0143912,0.0213479,0.0307696,0.0250798,0.022803,0.0205231,0.0229571,0.0239089,0.0891681,0.0445886,0.0244541,0.0560129,0.0476166,0.0234426,0.011975,0.0229017,0.030294,0.0358366,0.0249696,1.048514,0.1578698,0.0081447,0.1173766,0.0510865,0.0735338,0.132005,0.0134378,0.0137583,0.0207262,0.0583401,0.0193062,0.0220482,0.0169047,0.0171554,0.0223482,0.0197191,0.0158707,0.0208944,0.028745,0.0279983,0.0330204,0.0260059,0.0073015,0.0415744,0.0195515,0.018134,0.0293758,0.0197819,0.0415744
523,0.0052404,0.002382,0.0107322,0.035903,0.0895746,0.0091867,0.0057406,0.0046037,0.0078362,0.0179868,0.0145602,0.0106301,0.002698,0.0100593,0.010276,0.0047517,0.0151609,0.0099721,0.0052381,0.0043903,0.0067868,0.0050939,0.0044651,0.0049916,0.0033044,0.0048326,0.0078077,0.0048885,0.005564,0.0046289,0.0054267,0.0178154,0.0162668,0.0261332,0.0075577,0.0416482,0.0108002,0.0136559,0.0038318,0.0039405,0.0103037,0.0058293,0.0044121,0.0809588,1.0528897,0.0153134,0.6412038,0.0043419,0.017944,0.0233622,0.0042692,0.004037,0.005033,0.0272565,0.0058664,0.005861,0.0047842,0.0062991,0.0188905,0.007495,0.0145541,0.0131742,0.0094004,0.005557,0.0253437,0.0092673,0.0023185,0.0047984,0.0044594,0.0042568,0.0228436,0.0082574,0.0047984
524,0.0275686,0.0139696,0.0229242,0.0237707,0.0314591,0.0260732,0.0119667,0.0176319,0.0273956,0.0200255,0.0177006,0.0158613,0.0051877,0.0216495,0.0240989,0.0108215,0.0223437,0.0133728,0.0253169,0.0205908,0.0170957,0.0180051,0.0136101,0.0122665,0.0117787,0.0173138,0.0402279,0.0306414,0.0231982,0.0173216,0.0248349,0.0181836,0.013633,0.0504089,0.0738541,0.2078528,0.0200371,0.0376331,0.032994,0.0086333,0.0230742,0.0159666,0.0122207,0.0187723,0.0488063,1.4610166,0.1032462,0.00946,0.0811563,0.0535145,0.017129,0.01332,0.0166371,0.014496,0.0224743,0.0290612,0.0204793,0.0288557,0.0382703,0.0385821,0.0600499,0.0384504,0.0401322,0.0164849,0.0290655,0.0193034,0.0071168,0.0100116,0.1112519,0.011819,0.0639067,0.0166014,0.0100116
525,1.32e-4,9.13e-5,1.172e-4,1.201e-4,1.526e-4,1.262e-4,5.92e-5,8.76e-5,1.319e-4,1.21e-4,9.05e-5,8.04e-5,2.61e-5,1.065e-4,1.178e-4,5.33e-5,1.078e-4,6.63e-5,1.234e-4,1e-4,8.36e-5,8.82e-5,6.6e-5,6.15e-5,5.79e-5,8.37e-5,1.937e-4,1.445e-4,1.108e-4,8.53e-5,1.195e-4,8.75e-5,6.53e-5,2.383e-4,3.457e-4,9.64e-4,9.48e-5,1.813e-4,1.553e-4,4.22e-5,1.09e-4,7.65e-5,6.07e-5,8.87e-5,2.304e-4,0.0067569,1.0438298,4.41e-5,3.838e-4,2.535e-4,8.12e-5,6.35e-5,7.98e-5,1.756e-4,1.093e-4,2.138e-4,2.526e-4,1.592e-4,3.201e-4,1.833e-4,2.868e-4,1.915e-4,1.982e-4,8.23e-5,1.439e-4,1.052e-4,3.44e-5,4.8e-5,5.16e-4,7.521e-4,2.996e-4,3.747e-4,4.8e-5
HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9968701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,0.0266744,0.0085052,0.0265522,0.026857,0.02461,0.0275904,0.0385672,0.0283141,0.0316614,0.0281541,0.0394932,0.0240314,0.0082702,0.0275014,0.0253699,0.013773,0.0417822,0.0248866,0.0328348,0.0332361,0.0263421,0.0372879,0.0537405,0.0148649,0.015243,0.0348242,0.0741467,0.099082,0.1356314,0.0892573,0.1339946,0.0218223,0.023086,0.05806,0.052573,0.0672669,0.0263308,0.0444785,0.0844728,0.0401774,0.0541682,0.0799129,0.0475139,0.0456129,0.0956301,0.0431556,0.0721564,0.0074481,1.1313938,0.0639077,0.0644164,0.0299383,0.0703957,0.090558,0.0516609,0.0565017,0.0976187,0.0706653,0.1056477,0.149724,0.081207,0.1037215,0.1321229,0.0500365,0.0979924,0.1307741,0.0183192,0.0384287,0.0235155,0.0253156,0.0378121,0.0340149,0.0384287
532RL,0.0161909,0.0057027,0.021217,0.0358625,0.0303768,0.0101583,0.0231336,0.0126096,0.0215064,0.0179082,0.0169109,0.0132449,0.0051216,0.0146725,0.0248088,0.0088505,0.0136721,0.0131313,0.0192509,0.0122794,0.1053307,0.0197551,0.0147051,0.0114177,0.0125381,0.0153091,0.0245359,0.0101326,0.0115915,0.0215331,0.0141238,0.0604327,0.0991308,0.1591367,0.0658957,0.0195054,0.0058546,0.0180056,0.010829,0.0116065,0.0113243,0.0190145,0.0298774,0.008924,0.0239927,0.0056719,0.0172689,0.0033334,0.0132687,0.9637283,0.0091501,0.0108378,0.016185,0.0507333,0.0158605,0.0287831,0.0104119,0.0115216,0.0111527,0.0087771,0.0083759,0.0220551,0.0202159,0.0124599,0.0356135,0.0086861,0.007516,0.0053974,0.009031,0.0103557,0.0151298,0.0155549,0.0053974
5411,0.0051367,0.0027608,0.0066654,0.0107636,0.006663,0.0116142,0.0088941,0.0091649,0.0089754,0.0094802,0.010566,0.0067419,0.0027504,0.0057495,0.0073803,0.0043278,0.0095106,0.0100104,0.006607,0.0073601,0.0077675,0.0102723,0.0095794,0.0037034,0.0039895,0.0091483,0.0131068,0.0072942,0.0067934,0.005484,0.0088479,0.0042232,0.0154577,0.0098917,0.0052987,0.0101953,0.0050119,0.0057438,0.0053706,0.0130466,0.01131,0.0088857,0.0162059,0.0102914,0.0268802,0.0176936,0.0293449,0.0018962,0.0149645,0.0080733,1.0096153,0.0089728,0.0195426,0.0201165,0.0112291,0.0092586,0.0067506,0.0083317,0.0217288,0.0111598,0.007501,0.0186291,0.0180488,0.0057185,0.0086356,0.0118175,0.0039747,0.0035375,0.0042262,0.0107888,0.0122455,0.0101699,0.0035375
