hs8,mfn_rate,rate_type,rate_raw
01012100,0,free,Free
01012900,0,free,Free
01013000,0.068,ad_valorem,6.8%
01022100,0,free,Free
01022920,0,free,Free
01022940,0,specific,1¢/kg
01023100,0,free,Free
01023900,0,specific,1¢/kg
01029000,0,specific,1¢/kg
01031000,0,free,Free
01039100,0,free,Free
01039200,0,free,Free
01041000,0,free,Free
01051100,0,specific,0.9¢ each
01051200,0,specific,0.9¢ each
01051300,0,specific,0.9¢ each
01051400,0,specific,0.9¢ each
01059400,0,specific,2¢/kg
01059900,0,specific,2¢/kg
01061100,0,free,Free
01061300,0,free,Free
01061400,0,free,Free
01061930,0.048,ad_valorem,4.8%
01061991,0,free,Free
01062000,0,free,Free
01063100,0.018000000000000002,ad_valorem,1.8%
01063200,0.018000000000000002,ad_valorem,1.8%
01063300,0.018000000000000002,ad_valorem,1.8%
01063901,0.018000000000000002,ad_valorem,1.8%
01064100,0,free,Free
01064900,0,free,Free
01069001,0,free,Free
02011005,0,specific,4.4¢/kg
02011010,0,specific,4.4¢/kg
02011050,0.264,ad_valorem,26.4%
02012010,0.04,ad_valorem,4%
02012030,0.1,ad_valorem,10%
02012050,0,specific,4.4¢/kg
02012080,0.264,ad_valorem,26.4%
02013010,0.04,ad_valorem,4%
02013030,0.1,ad_valorem,10%
02013050,0,specific,4.4¢/kg
02013080,0.264,ad_valorem,26.4%
02021005,0,specific,4.4¢/kg
02021010,0,specific,4.4¢/kg
02021050,0.264,ad_valorem,26.4%
02022002,0.04,ad_valorem,4%
02022010,0.04,ad_valorem,4%
02022030,0.1,ad_valorem,10%
02022050,0,specific,4.4¢/kg
02022080,0.264,ad_valorem,26.4%
02023006,0,specific,4.4¢/kg
02023010,0.04,ad_valorem,4%
02023030,0.1,ad_valorem,10%
02023050,0,specific,4.4¢/kg
02023080,0.264,ad_valorem,26.4%
02031100,0,free,Free
02031210,0,specific,1.4¢/kg
02031290,0,free,Free
02031920,0,specific,1.4¢/kg
02031940,0,free,Free
02032100,0,free,Free
02032210,0,specific,1.4¢/kg
02032290,0,free,Free
02032920,0,specific,1.4¢/kg
02032940,0,free,Free
02041000,0,specific,0.7¢/kg
02042100,0,specific,2.8¢/kg
02042220,0,specific,0.7¢/kg
02042240,0,specific,2.8¢/kg
02042320,0,specific,0.7¢/kg
02043000,0,specific,0.7¢/kg
02044100,0,specific,2.8¢/kg
02044220,0,specific,0.7¢/kg
02044240,0,specific,2.8¢/kg
02044320,0,specific,0.7¢/kg
02044340,0,specific,2.8¢/kg
02045000,0,free,Free
02050000,0,free,Free
02061000,0,free,Free
02062100,0,free,Free
02062200,0,free,Free
02062900,0,free,Free
02063000,0,free,Free
02064100,0,free,Free
02064900,0,free,Free
02068000,0,free,Free
02069000,0,free,Free
02071100,0,specific,8.8¢/kg
02071200,0,specific,8.8¢/kg
02071300,0,specific,17.6¢/kg
02071400,0,specific,17.6¢/kg
02072400,0,specific,15¢/kg
02072520,0,specific,8.8¢/kg
02072540,0.1,ad_valorem,10%
02072600,0,specific,17.6¢/kg
02072700,0,specific,17.6¢/kg
02074100,0,specific,8.8¢/kg
02074200,0,specific,8.8¢/kg
02074400,0,specific,17.6¢/kg
02074500,0,specific,17.6¢/kg
02075500,0,specific,17.6¢/kg
02076060,0,specific,17.6¢/kg
02081000,0.064,ad_valorem,6.4%
02085000,0.064,ad_valorem,6.4%
02086000,0.064,ad_valorem,6.4%
02089020,0,free,Free
02089025,0,free,Free
02089030,0,specific,7¢/kg
02089091,0.064,ad_valorem,6.4%
02091000,0.032,ad_valorem,3.2%
02099000,0.032,ad_valorem,3.2%
02101100,0,specific,1.4¢/kg
02101200,0,specific,1.4¢/kg
02101900,0,specific,1.4¢/kg
02102000,0,free,Free
02109920,0.023,ad_valorem,2.3%
02109991,0.023,ad_valorem,2.3%
03011100,0,free,Free
03011900,0,free,Free
03019100,0,free,Free
03019200,0,free,Free
03019302,0,free,Free
03019903,0,free,Free
03021100,0,free,Free
03021300,0,free,Free
03021400,0,free,Free
03021900,0,free,Free
03022100,0,free,Free
03022300,0,specific,1.1¢/kg
03022400,0,free,Free
03022901,0,free,Free
03023100,0,free,Free
03023200,0,free,Free
03023300,0,free,Free
03023400,0,free,Free
03023501,0,free,Free
03023600,0,free,Free
03023902,0,free,Free
03024100,0,free,Free
03024200,0,free,Free
03024300,0,free,Free
03024400,0,free,Free
03024511,0.03,ad_valorem,3%
03024550,0,free,Free
03024650,0,free,Free
03024700,0,free,Free
03024900,0,free,Free
03025100,0,free,Free
03025200,0,free,Free
03025300,0,free,Free
03025450,0,free,Free
03025550,0,free,Free
03025650,0,free,Free
03025950,0,free,Free
03027111,0.03,ad_valorem,3%
03027150,0,free,Free
03027250,0,free,Free
03027350,0,free,Free
03027400,0,free,Free
03027911,0.03,ad_valorem,3%
03027950,0,free,Free
03028100,0,free,Free
03028200,0,free,Free
03028300,0,free,Free
03028411,0.03,ad_valorem,3%
03028450,0,free,Free
03028511,0.03,ad_valorem,3%
03028550,0,free,Free
03028911,0.03,ad_valorem,3%
03028950,0,free,Free
03029140,0,free,Free
03029900,0,free,Free
03031100,0,free,Free
03031200,0,free,Free
03031300,0,free,Free
03031400,0,free,Free
03031901,0,free,Free
03032300,0,free,Free
03032400,0,free,Free
03032501,0,free,Free
03032600,0,free,Free
03032901,0,free,Free
03033100,0,free,Free
03033200,0,free,Free
03033300,0,specific,1.1¢/kg
03033400,0,specific,1.1¢/kg
03033901,0,specific,1.1¢/kg
03034100,0,free,Free
03034200,0,free,Free
03034300,0,free,Free
03034400,0,free,Free
03034501,0,free,Free
03034600,0,free,Free
03034902,0,free,Free
03035100,0,free,Free
03035300,0,specific,1.1¢/kg
03035400,0,free,Free
03035500,0,free,Free
03035600,0,free,Free
03035700,0,free,Free
03035900,0,free,Free
03036300,0,free,Free
03036400,0,free,Free
03036500,0,free,Free
03036600,0,free,Free
03036700,0,free,Free
03036800,0,free,Free
03036900,0,free,Free
03038100,0,specific,1.1¢/kg
03038200,0,free,Free
03038300,0,free,Free
03038400,0,free,Free
03038900,0,free,Free
03039120,0.15,ad_valorem,15%
03039140,0,free,Free
03039900,0,free,Free
03043100,0,free,Free
03043200,0,free,Free
03043300,0,free,Free
03043900,0,free,Free
03044100,0,free,Free
03044200,0,free,Free
03044300,0,free,Free
03044400,0,free,Free
03044500,0,free,Free
03044600,0,free,Free
03044800,0,free,Free
03044901,0,free,Free
03045101,0,free,Free
03045200,0,free,Free
03045300,0,free,Free
03045400,0,free,Free
03045700,0,free,Free
03045900,0,free,Free
03046100,0,free,Free
03046200,0,free,Free
03046300,0,free,Free
03046900,0,free,Free
03047110,0,free,Free
03047150,0,free,Free
03047210,0,free,Free
03047250,0,free,Free
03047350,0,free,Free
03047410,0,free,Free
03047450,0,free,Free
03047510,0,free,Free
03047550,0,free,Free
03047910,0,free,Free
03047950,0,free,Free
03048110,0,free,Free
03048150,0,free,Free
03048210,0,free,Free
03048250,0,free,Free
03048310,0,free,Free
03048350,0,free,Free
03048400,0,free,Free
03048500,0,free,Free
03048600,0,free,Free
03048700,0,free,Free
03048800,0,free,Free
03048910,0,free,Free
03048950,0,free,Free
03049110,0,free,Free
03049190,0.06,ad_valorem,6%
03049210,0,free,Free
03049310,0,free,Free
03049390,0.06,ad_valorem,6%
03049410,0,free,Free
03049490,0.06,ad_valorem,6%
03049510,0,free,Free
03049590,0.06,ad_valorem,6%
03049600,0.06,ad_valorem,6%
03049911,0,free,Free
03049991,0.06,ad_valorem,6%
03052040,0,free,Free
03053101,0,free,Free
03053200,0,free,Free
03053920,0.04,ad_valorem,4%
03053940,0.05,ad_valorem,5%
03053961,0,free,Free
03054100,0.05,ad_valorem,5%
03054200,0,free,Free
03054300,0,free,Free
03054401,0,free,Free
03054920,0,free,Free
03054940,0,free,Free
03055100,0,free,Free
03055200,0,free,Free
03055300,0,free,Free
03055400,0,free,Free
03055900,0,free,Free
03056120,0.04,ad_valorem,4%
03056140,0,free,Free
03056200,0,free,Free
03056320,0.05,ad_valorem,5%
03056340,0,free,Free
03056360,0,free,Free
03056410,0,free,Free
03056450,0.005,ad_valorem,0.5%
03056910,0,free,Free
03056920,0.05,ad_valorem,5%
03056930,0,free,Free
03056940,0.03,ad_valorem,3%
03056950,0,free,Free
03056960,0.005,ad_valorem,0.5%
03057200,0,free,Free
03057900,0,free,Free
03061100,0,free,Free
03061200,0,free,Free
03061420,0.075,ad_valorem,7.5%
03061440,0,free,Free
03061500,0,free,Free
03061600,0,free,Free
03061700,0,free,Free
03061901,0,free,Free
03063100,0,free,Free
03063200,0,free,Free
03063320,0.075,ad_valorem,7.5%
03063340,0,free,Free
03063400,0,free,Free
03063500,0,free,Free
03063600,0,free,Free
03063901,0,free,Free
03069100,0,free,Free
03069200,0,free,Free
03069340,0,free,Free
03069500,0,free,Free
03069901,0,free,Free
03071100,0,free,Free
03071200,0,free,Free
03071901,0,free,Free
03072100,0,free,Free
03072200,0,free,Free
03072901,0,free,Free
03073100,0,free,Free
03073200,0,free,Free
03073901,0,free,Free
03074200,0,free,Free
03074300,0,free,Free
03074901,0,free,Free
03075100,0,free,Free
03075200,0,free,Free
03075901,0,free,Free
03076000,0.05,ad_valorem,5%
03077100,0,free,Free
03077200,0,free,Free
03077901,0,free,Free
03078100,0,free,Free
03078200,0,free,Free
03078300,0,free,Free
03078400,0,free,Free
03078700,0,free,Free
03078800,0,free,Free
03079103,0,free,Free
03079201,0,free,Free
03079903,0,free,Free
03081100,0,free,Free
03081200,0,free,Free
03081901,0,free,Free
03082100,0,free,Free
03082200,0,free,Free
03082901,0,free,Free
03083000,0,free,Free
03089001,0,free,Free
03091005,0,free,Free
03091090,0.06,ad_valorem,6%
03099010,0,free,Free
03099030,0,free,Free
03099040,0,free,Free
03099050,0,free,Free
03099060,0,free,Free
03099090,0,free,Free
04011000,0,specific,0.34¢/liter
04012020,0,specific,0.43¢/liter
04012040,0,specific,1.5¢/liter
04014005,0,specific,3.2¢/liter
04014025,0,specific,77.2¢/liter
04015002,0,specific,3.2¢/liter
04015005,0,specific,3.2¢/liter
04015025,0,specific,77.2¢/liter
04015042,0,specific,12.3¢/kg
04015050,0,specific,12.3¢/kg
04015075,0,specific,$1.646/kg
04021010,0,specific,3.3¢/kg
04021050,0,specific,86.5¢/kg
04022105,0,specific,3.3¢/kg
04022125,0,specific,86.5¢/kg
04022130,0,specific,6.8¢/kg
04022150,0,specific,$1.092/kg
04022190,0,specific,$1.556/kg
04022910,0.175,ad_valorem,17.5%
04022950,0.149,compound,$1.104/kg + 14.9%
04029110,0,specific,2.2¢/kg
04029130,0,specific,3.3¢/kg
04029170,0,specific,31.3¢/kg
04029190,0,specific,31.3¢/kg
04029910,0,specific,3.9¢/kg
04029930,0,specific,3.3¢/kg
04029945,0,specific,49.6¢/kg
04029955,0,specific,49.6¢/kg
04029970,0.175,ad_valorem,17.5%
04029990,0.149,compound,46.3¢/kg + 14.9%
04032010,0.2,ad_valorem,20%
04032050,0.17,compound,$1.035/kg + 17%
04032090,0.17,ad_valorem,17%
04039016,0,specific,77.2¢/liter
04039020,0,specific,0.34¢/liter
04039041,0,specific,3.3¢/kg
04039045,0,specific,87.6¢/kg
04039055,0,specific,$1.092/kg
04039065,0,specific,$1.556/kg
04039085,0.17,ad_valorem,17%
04039090,0.2,ad_valorem,20%
04039095,0.17,compound,$1.034/kg + 17%
04041005,0.085,ad_valorem,8.5%
04041015,0.085,compound,$1.035/kg + 8.5%
04041020,0,specific,0.34¢/liter
04041050,0,specific,3.3¢/kg
04041090,0,specific,87.6¢/kg
04049010,0,specific,0.37¢/kg
04049050,0.085,compound,$1.189/kg + 8.5%
04049070,0.085,ad_valorem,8.5%
04051010,0,specific,12.3¢/kg
04051020,0,specific,$1.541/kg
04052020,0,specific,15.4¢/kg
04052030,0,specific,$1.996/kg
04052040,0,specific,13.1¢/kg
04052080,0.064,ad_valorem,6.4%
04059005,0.1,ad_valorem,10%
04059010,0.1,ad_valorem,10%
04059020,0.085,compound,$1.865/kg + 8.5%
04061008,0,specific,$1.509/kg
04061028,0,specific,$1.227/kg
04061044,0.1,ad_valorem,10%
04061048,0,specific,$1.803/kg
04061054,0.1,ad_valorem,10%
04061058,0,specific,$2.146/kg
04061064,0.1,ad_valorem,10%
04061068,0,specific,$1.386/kg
04061084,0.1,ad_valorem,10%
04061088,0,specific,$1.509/kg
04061095,0.085,ad_valorem,8.5%
04062031,0.16,ad_valorem,16%
04062051,0.15,ad_valorem,15%
04062053,0,specific,$2.146/kg
04062054,0.096,ad_valorem,9.6%
04062055,0.096,ad_valorem,9.6%
04062083,0,specific,$1.386/kg
04062089,0.1,ad_valorem,10%
04062095,0.085,ad_valorem,8.5%
04063018,0,specific,$2.269/kg
04063024,0.16,ad_valorem,16%
04063028,0,specific,$1.227/kg
04063038,0,specific,$1.055/kg
04063044,0.15,ad_valorem,15%
04063048,0,specific,$1.803/kg
04063051,0.064,ad_valorem,6.4%
04063053,0,specific,$1.386/kg
04063055,0.096,ad_valorem,9.6%
04063061,0.1,ad_valorem,10%
04063063,0,specific,$2.269/kg
04063065,0.1,ad_valorem,10%
04063067,0,specific,$1.227/kg
04063073,0.1,ad_valorem,10%
04063077,0.1,ad_valorem,10%
04063081,0.1,ad_valorem,10%
04063083,0,specific,$1.386/kg
04063089,0.1,ad_valorem,10%
04063091,0,specific,$1.509/kg
04063095,0.085,ad_valorem,8.5%
04064020,0.027000000000000003,ad_valorem,2.7%
04064040,0.045,ad_valorem,4.5%
04064044,0.128,ad_valorem,12.8%
04064048,0.17,ad_valorem,17%
04064054,0.15,ad_valorem,15%
04064058,0.2,ad_valorem,20%
04064070,0,specific,$2.269/kg
04069005,0.07200000000000001,ad_valorem,7.2%
04069008,0.12,ad_valorem,12%
04069012,0,specific,$1.227/kg
04069016,0.15,ad_valorem,15%
04069018,0,specific,$1.803/kg
04069020,0.042,ad_valorem,4.2%
04069025,0.085,ad_valorem,8.5%
04069032,0,specific,$2.146/kg
04069033,0.213,ad_valorem,21.3%
04069037,0,specific,$2.146/kg
04069041,0.15,ad_valorem,15%
04069042,0,specific,$2.146/kg
04069043,0.096,ad_valorem,9.6%
04069046,0.064,ad_valorem,6.4%
04069048,0,specific,$1.877/kg
04069056,0,free,Free
04069057,0,free,Free
04069059,0.096,ad_valorem,9.6%
04069061,0.075,ad_valorem,7.5%
04069066,0.075,ad_valorem,7.5%
04069068,0,specific,$2.146/kg
04069074,0,specific,$2.269/kg
04069076,0.1,ad_valorem,10%
04069078,0,specific,$1.227/kg
04069084,0,specific,$1.055/kg
04069086,0.1,ad_valorem,10%
04069088,0,specific,$1.803/kg
04069090,0.1,ad_valorem,10%
04069092,0,specific,$1.386/kg
04069093,0.1,ad_valorem,10%
04069095,0.1,ad_valorem,10%
04069097,0,specific,$1.509/kg
04069099,0.085,ad_valorem,8.5%
04071100,0,specific,2.8¢/doz.
04071900,0,specific,2.8¢/doz.
04072100,0,specific,2.8¢/doz.
04072900,0,specific,2.8¢/doz.
04079000,0,specific,2.8¢/doz.
04081100,0,specific,47.6¢/kg
04081900,0,specific,9.7¢/kg
04089100,0,specific,47.6¢/kg
04089900,0,specific,9.7¢/kg
04090000,0,specific,1.9¢/kg
04101000,0.011000000000000001,ad_valorem,1.1%
04109000,0.011000000000000001,ad_valorem,1.1%
05010000,0.013999999999999999,ad_valorem,1.4%
05021000,0,specific,0.8¢/kg
05029000,0,free,Free
05040000,0,free,Free
05051000,0,free,Free
05059020,0.023,ad_valorem,2.3%
05059060,0,free,Free
05061000,0,free,Free
05069000,0,free,Free
05071000,0,free,Free
05079000,0,free,Free
05080000,0,free,Free
05100040,0,free,Free
05111000,0,free,Free
05119100,0,free,Free
05119920,0,free,Free
05119930,0,free,Free
05119933,0,free,Free
05119936,0.03,ad_valorem,3%
05119940,0.011000000000000001,ad_valorem,1.1%
06011015,0,specific,89.6¢/1000
06011030,0,specific,38.4¢/1000
06011045,0,specific,55.7¢/1000
06011060,0,specific,$1.34/1000
06011075,0,specific,19.2¢/1000
06011085,0,specific,$1.44/1000
06011090,0.035,ad_valorem,3.5%
06012010,0,specific,38.4¢/1000
06012090,0.013999999999999999,ad_valorem,1.4%
06021000,0.048,ad_valorem,4.8%
06022000,0,free,Free
06023000,0.019,ad_valorem,1.9%
06024000,0,free,Free
06029020,0,free,Free
06029030,0.013999999999999999,ad_valorem,1.4%
06029040,0.035,ad_valorem,3.5%
06029050,0,specific,1.4¢/kg
06029060,0.019,ad_valorem,1.9%
06029090,0.048,ad_valorem,4.8%
06031100,0.068,ad_valorem,6.8%
06031230,0.032,ad_valorem,3.2%
06031270,0.064,ad_valorem,6.4%
06031300,0.064,ad_valorem,6.4%
06031400,0.064,ad_valorem,6.4%
06031500,0.064,ad_valorem,6.4%
06031901,0.064,ad_valorem,6.4%
06039000,0.04,ad_valorem,4%
06042000,0,free,Free
06049010,0,free,Free
06049030,0,free,Free
06049060,0.07,ad_valorem,7%
07011000,0,specific,0.5¢/kg
07019010,0,specific,0.5¢/kg
07019050,0,specific,0.5¢/kg
07020020,0,specific,3.9¢/kg
07020040,0,specific,2.8¢/kg
07020060,0,specific,2.8¢/kg
07031020,0,specific,0.83¢/kg
07031030,0,specific,0.96¢/kg
07031040,0,specific,3.1¢/kg
07032000,0,specific,0.43¢/kg
07039000,0.2,ad_valorem,20%
07041020,0.025,ad_valorem,2.5%
07041040,0.1,ad_valorem,10%
07041060,0.14,ad_valorem,14%
07042000,0.125,ad_valorem,12.5%
07049020,0,specific,0.54¢/kg
07049040,0.2,ad_valorem,20%
07051120,0,specific,0.4¢/kg
07051140,0,specific,3.7¢/kg
07051920,0,specific,0.4¢/kg
07051940,0,specific,3.7¢/kg
07052100,0,specific,0.15¢/kg
07052900,0,specific,0.15¢/kg
07061005,0.149,ad_valorem,14.9%
07061010,0,specific,1.4¢/kg
07061020,0,specific,0.7¢/kg
07061040,0,free,Free
07069020,0.027000000000000003,ad_valorem,2.7%
07069030,0.019,ad_valorem,1.9%
07069040,0.1,ad_valorem,10%
07070020,0,specific,4.2¢/kg
07070040,0,specific,5.6¢/kg
07070050,0,specific,5.6¢/kg
07070060,0,specific,1.5¢/kg
07081020,0,specific,0.5¢/kg
07081040,0,specific,2.8¢/kg
07082010,0,specific,2.3¢/kg
07082020,0,free,Free
07082090,0,specific,4.9¢/kg
07089005,0,specific,1¢/kg
07089015,0,specific,0.1¢/kg
07089025,0,free,Free
07089030,0,specific,0.8¢/kg
07089040,0,specific,4.9¢/kg
07092010,0.05,ad_valorem,5%
07092090,0.213,ad_valorem,21.3%
07093020,0,specific,2.6¢/kg
07093040,0,specific,1.9¢/kg
07094020,0.149,ad_valorem,14.9%
07094040,0,specific,0.25¢/kg
07094060,0,specific,1.9¢/kg
07095101,0.2,compound,8.8¢/kg + 20%
07095205,0.2,compound,8.8¢/kg + 20%
07095300,0.2,compound,8.8¢/kg + 20%
07095400,0.2,compound,8.8¢/kg + 20%
07095500,0.2,compound,8.8¢/kg + 20%
07095600,0,free,Free
07095911,0,free,Free
07095991,0.2,compound,8.8¢/kg + 20%
07096020,0,specific,4.4¢/kg
07096040,0,specific,4.7¢/kg
07097000,0.2,ad_valorem,20%
07099100,0.113,ad_valorem,11.3%
07099200,0,specific,8.8¢/kg
07099310,0.113,ad_valorem,11.3%
07099320,0,specific,1.5¢/kg
07099330,0.2,ad_valorem,20%
07099905,0.113,ad_valorem,11.3%
07099910,0.055999999999999994,ad_valorem,5.6%
07099914,0.2,ad_valorem,20%
07099930,0.08,ad_valorem,8%
07099945,0.213,ad_valorem,21.3%
07099990,0.2,ad_valorem,20%
07101000,0.14,ad_valorem,14%
07102120,0,specific,1¢/kg
07102140,0,specific,2¢/kg
07102210,0,specific,2.3¢/kg
07102215,0,specific,4.9¢/kg
07102220,0,free,Free
07102225,0,specific,4.9¢/kg
07102237,0,specific,4.9¢/kg
07102240,0.11199999999999999,ad_valorem,11.2%
07102905,0,specific,1¢/kg
07102915,0,specific,0.1¢/kg
07102925,0,free,Free
07102930,0,specific,0.8¢/kg
07102940,0,specific,3.5¢/kg
07103000,0.14,ad_valorem,14%
07104000,0.14,ad_valorem,14%
07108015,0,free,Free
07108020,0.08,compound,5.7¢/kg + 8%
07108040,0,specific,2.9¢/kg
07108045,0,specific,2.1¢/kg
07108050,0,specific,2.1¢/kg
07108065,0.125,ad_valorem,12.5%
07108070,0.113,ad_valorem,11.3%
07108085,0.14,ad_valorem,14%
07108093,0.149,ad_valorem,14.9%
07108097,0.149,ad_valorem,14.9%
07109011,0.079,ad_valorem,7.9%
07109091,0.14,ad_valorem,14%
07112018,0,specific,3.7¢/kg on drained weight
07112028,0,specific,5.9¢/kg on drained weight
07112038,0,specific,5.9¢/kg on drained weight
07112040,0,specific,8.6¢/kg on drained weight
07114000,0.077,ad_valorem,7.7%
07115910,0.08,compound,5.7¢/kg on drained weight +8%
07115990,0.077,ad_valorem,7.7%
07119020,0,free,Free
07119030,0.08,ad_valorem,8%
07119050,0.051,ad_valorem,5.1%
07119065,0.077,ad_valorem,7.7%
07122020,0.298,ad_valorem,29.8%
07122040,0.213,ad_valorem,21.3%
07123110,0.018000000000000002,compound,1.3¢/kg + 1.8%
07123120,0.026000000000000002,compound,1.9¢/kg + 2.6%
07123200,0.083,ad_valorem,8.3%
07123300,0.083,ad_valorem,8.3%
07123410,0.018000000000000002,compound,1.3¢/kg + 1.8%
07123420,0.026000000000000002,compound,1.9¢/kg + 2.6%
07123911,0.018000000000000002,compound,1.3¢/kg + 1.8%
07123921,0.026000000000000002,compound,1.9¢/kg + 2.6%
07123940,0,free,Free
07129010,0.013000000000000001,ad_valorem,1.3%
07129020,0,specific,2.5¢/kg
07129030,0,specific,2.3¢/kg
07129040,0.298,ad_valorem,29.8%
07129060,0,free,Free
07129065,0.038,ad_valorem,3.8%
07129070,0.019,ad_valorem,1.9%
07129074,0.087,ad_valorem,8.7%
07129078,0.087,ad_valorem,8.7%
07129085,0.083,ad_valorem,8.3%
07131010,0,specific,1.5¢/kg
07131020,0,free,Free
07131040,0,specific,0.4¢/kg
07132010,0,specific,1.5¢/kg
07132020,0,specific,1.4¢/kg
07133110,0,specific,0.8¢/kg
07133120,0,free,Free
07133140,0,specific,0.3¢/kg
07133210,0,specific,1.5¢/kg
07133220,0,specific,1.2¢/kg
07133310,0,specific,1.5¢/kg
07133320,0,specific,1¢/kg
07133340,0,specific,1.5¢/kg
07133420,0,specific,0.8¢/kg
07133440,0,specific,0.8¢/kg
07133500,0,free,Free
07133911,0,specific,1.5¢/kg
07133921,0,specific,0.8¢/kg
07133941,0,specific,0.8¢/kg
07134010,0,specific,1.5¢/kg
07134020,0,specific,0.15¢/kg
07135010,0,specific,1.5¢/kg
07135020,0,specific,1.2¢/kg
07136010,0,specific,1.5¢/kg
07136060,0,specific,0.8¢/kg
07136080,0,specific,1.5¢/kg
07139011,0,specific,1.5¢/kg
07139050,0,free,Free
07139061,0,specific,0.8¢/kg
07139081,0,specific,1.5¢/kg
07141010,0.079,ad_valorem,7.9%
07141020,0.113,ad_valorem,11.3%
07142010,0.06,ad_valorem,6%
07142020,0.045,ad_valorem,4.5%
07143010,0.064,ad_valorem,6.4%
07143020,0.06,ad_valorem,6%
07143050,0,free,Free
07143060,0.083,ad_valorem,8.3%
07144010,0.023,ad_valorem,2.3%
07144020,0.06,ad_valorem,6%
07144060,0.083,ad_valorem,8.3%
07145010,0.16,ad_valorem,16%
07145020,0.06,ad_valorem,6%
07149005,0.2,ad_valorem,20%
07149039,0.16,ad_valorem,16%
07149044,0,free,Free
07149046,0.06,ad_valorem,6%
07149048,0.083,ad_valorem,8.3%
07149051,0,free,Free
07149061,0.083,ad_valorem,8.3%
08011100,0,free,Free
08011200,0,free,Free
08011901,0,free,Free
08012100,0,free,Free
08012200,0,free,Free
08013100,0,free,Free
08013200,0,free,Free
08021100,0,specific,7.7¢/kg
08021200,0,specific,24¢/kg
08022100,0,specific,7¢/kg
08022200,0,specific,14.1¢/kg
08023100,0,specific,7¢/kg
08023200,0,specific,26.5¢/kg
08024100,0,free,Free
08024200,0,free,Free
08025100,0,specific,0.9¢/kg
08025200,0,specific,1.9¢/kg
08026100,0,specific,1.3¢/kg
08026200,0,specific,5¢/kg
08027020,0,specific,5¢/kg
08028010,0,specific,1.3¢/kg
08028020,0,specific,5¢/kg
08029110,0,specific,0.7¢/kg
08029190,0,specific,1.3¢/kg
08029210,0,specific,1¢/kg
08029290,0,specific,5¢/kg
08029910,0,specific,8.8¢/kg
08029915,0,specific,17.6¢/kg
08029982,0,specific,1.3¢/kg
08029998,0,specific,5¢/kg
08031010,0,free,Free
08031020,0.013999999999999999,ad_valorem,1.4%
08039000,0,free,Free
08041020,0,specific,13.2¢/kg
08041040,0,specific,1¢/kg
08041060,0,specific,2.8¢/kg
08041080,0.298,ad_valorem,29.8%
08042040,0,specific,7.9¢/kg
08042060,0,specific,6.2¢/kg
08042080,0,specific,8.8¢/kg
08043020,0,specific,0.51¢/kg
08043040,0,specific,1.1¢/kg
08043060,0,specific,0.44¢/kg
08044000,0,specific,11.2¢/kg
08045040,0,specific,6.6¢/kg
08045060,0,specific,6.6¢/kg
08045080,0,specific,1.5¢/kg
08051000,0,specific,1.9¢/kg
08052100,0,specific,1.9¢/kg
08052200,0,specific,1.9¢/kg
08052900,0,specific,1.9¢/kg
08054040,0,specific,1.9¢/kg
08054060,0,specific,1.5¢/kg
08054080,0,specific,2.5¢/kg
08055020,0,specific,2.2¢/kg
08055030,0.008,ad_valorem,0.8%
08055040,0,specific,1.8¢/kg
08059001,0.008,ad_valorem,0.8%
08061020,0,specific,$1.13/m3
08061040,0,free,Free
08061060,0,specific,$1.80/m3
08062010,0,specific,1.8¢/kg
08062020,0,specific,2.8¢/kg
08062090,0,specific,3.5¢/kg
08071130,0.09,ad_valorem,9%
08071140,0.17,ad_valorem,17%
08071910,0.128,ad_valorem,12.8%
08071920,0.298,ad_valorem,29.8%
08071950,0.016,ad_valorem,1.6%
08071960,0.063,ad_valorem,6.3%
08071970,0.054000000000000006,ad_valorem,5.4%
08071980,0.28,ad_valorem,28%
08072000,0.054000000000000006,ad_valorem,5.4%
08081000,0,free,Free
08083020,0,free,Free
08083040,0,specific,0.3¢/kg
08084020,0,free,Free
08084040,0,specific,0.3¢/kg
08091000,0,specific,0.2¢/kg
08092100,0,free,Free
08092900,0,free,Free
08093020,0,specific,0.2¢/kg
08093040,0,free,Free
08094020,0,free,Free
08094040,0,specific,0.5¢/kg
08101020,0,specific,0.2¢/kg
08101040,0,specific,1.1¢/kg
08102010,0,specific,0.18¢/kg
08102090,0,free,Free
08103000,0,free,Free
08104000,0,free,Free
08105000,0,free,Free
08106000,0.022000000000000002,ad_valorem,2.2%
08107000,0.022000000000000002,ad_valorem,2.2%
08109027,0,free,Free
08109046,0.022000000000000002,ad_valorem,2.2%
08111000,0.11199999999999999,ad_valorem,11.2%
08112020,0.045,ad_valorem,4.5%
08112040,0.09,ad_valorem,9%
08119010,0.034,ad_valorem,3.4%
08119020,0,free,Free
08119022,0.11199999999999999,ad_valorem,11.2%
08119025,0.032,ad_valorem,3.2%
08119030,0,free,Free
08119035,0,free,Free
08119040,0.11199999999999999,ad_valorem,11.2%
08119050,0,specific,0.25¢/kg
08119052,0.109,ad_valorem,10.9%
08119055,0.11199999999999999,ad_valorem,11.2%
08119080,0.145,ad_valorem,14.5%
08121000,0,specific,13.4¢/kg
08129010,0.11199999999999999,ad_valorem,11.2%
08129020,0,specific,1.8¢/kg
08129030,0,specific,2.6¢/kg
08129040,0,specific,0.25¢/kg
08129050,0,specific,0.8¢/kg
08129090,0,specific,0.1¢/kg
08131000,0,specific,1.8¢/kg
