hs8,mfn_rate,rate_type,rate_raw
70072900,0.049,ad_valorem,4.9%
70080000,0.039,ad_valorem,3.9%
70091000,0.039,ad_valorem,3.9%
70099110,0.078,ad_valorem,7.8%
70099150,0.065,ad_valorem,6.5%
70099210,0.078,ad_valorem,7.8%
70099250,0.065,ad_valorem,6.5%
70101000,0,free,Free
70102020,0.025,ad_valorem,2.5%
70102030,0.052000000000000005,ad_valorem,5.2%
70109005,0,free,Free
70109020,0.025,ad_valorem,2.5%
70109030,0.052000000000000005,ad_valorem,5.2%
70109050,0,free,Free
70111010,0,free,Free
70111050,0.046,ad_valorem,4.6%
70112010,0.052000000000000005,ad_valorem,5.2%
70112045,0,free,Free
70112085,0.052000000000000005,ad_valorem,5.2%
70119000,0.066,ad_valorem,6.6%
70131010,0.069,ad_valorem,6.9%
70131050,0.26,ad_valorem,26%
70132210,0.15,ad_valorem,15%
70132220,0.14,ad_valorem,14%
70132230,0.073,ad_valorem,7.3%
70132250,0.03,ad_valorem,3%
70132805,0.125,ad_valorem,12.5%
70132810,0.285,ad_valorem,28.5%
70132820,0.225,ad_valorem,22.5%
70132830,0.113,ad_valorem,11.3%
70132840,0.05,ad_valorem,5%
70132850,0.075,ad_valorem,7.5%
70132860,0.05,ad_valorem,5%
70133310,0.15,ad_valorem,15%
70133320,0.14,ad_valorem,14%
70133330,0.073,ad_valorem,7.3%
70133350,0.03,ad_valorem,3%
70133705,0.125,ad_valorem,12.5%
70133710,0.285,ad_valorem,28.5%
70133720,0.225,ad_valorem,22.5%
70133730,0.113,ad_valorem,11.3%
70133740,0.05,ad_valorem,5%
70133750,0.075,ad_valorem,7.5%
70133760,0.05,ad_valorem,5%
70134110,0.15,ad_valorem,15%
70134120,0.14,ad_valorem,14%
70134130,0.105,ad_valorem,10.5%
70134150,0.03,ad_valorem,3%
70134210,0.125,ad_valorem,12.5%
70134220,0.225,ad_valorem,22.5%
70134230,0.113,ad_valorem,11.3%
70134240,0.07200000000000001,ad_valorem,7.2%
70134910,0.125,ad_valorem,12.5%
70134920,0.225,ad_valorem,22.5%
70134930,0.113,ad_valorem,11.3%
70134940,0.07200000000000001,ad_valorem,7.2%
70134950,0.15,ad_valorem,15%
70134960,0.07200000000000001,ad_valorem,7.2%
70139110,0.2,ad_valorem,20%
70139120,0.14,ad_valorem,14%
70139130,0.105,ad_valorem,10.5%
70139150,0.06,ad_valorem,6%
70139910,0.15,ad_valorem,15%
70139920,0.125,ad_valorem,12.5%
70139930,0.09,ad_valorem,9%
70139935,0.066,ad_valorem,6.6%
70139940,0.38,ad_valorem,38%
70139950,0.3,ad_valorem,30%
70139960,0.15,ad_valorem,15%
70139970,0.07200000000000001,ad_valorem,7.2%
70139980,0.113,ad_valorem,11.3%
70139990,0.07200000000000001,ad_valorem,7.2%
70140010,0.040999999999999995,ad_valorem,4.1%
70140020,0.05,ad_valorem,5%
70140030,0.034,ad_valorem,3.4%
70140050,0.033,ad_valorem,3.3%
70151000,0,free,Free
70159010,0,free,Free
70159020,0,free,Free
70159050,0,free,Free
70161000,0.027000000000000003,ad_valorem,2.7%
70169010,0.08,ad_valorem,8%
70169050,0.05,ad_valorem,5%
70171030,0,free,Free
70171060,0.046,ad_valorem,4.6%
70172000,0.067,ad_valorem,6.7%
70179010,0,free,Free
70179050,0.067,ad_valorem,6.7%
70181010,0.04,ad_valorem,4%
70181020,0,free,Free
70181050,0,free,Free
70182000,0.05,ad_valorem,5%
70189010,0.032,ad_valorem,3.2%
70189050,0.066,ad_valorem,6.6%
70191100,0.049,ad_valorem,4.9%
70191200,0.048,ad_valorem,4.8%
70191305,0,free,Free
70191315,0.065,ad_valorem,6.5%
70191324,0,free,Free
70191328,0.07,ad_valorem,7%
70191335,0.042,ad_valorem,4.2%
70191400,0.043,ad_valorem,4.3%
70191500,0.043,ad_valorem,4.3%
70191930,0.049,ad_valorem,4.9%
70191970,0,free,Free
70191991,0.042,ad_valorem,4.2%
70196105,0,free,Free
70196110,0.06,ad_valorem,6%
70196130,0,free,Free
70196140,0.073,ad_valorem,7.3%
70196170,0,free,Free
70196190,0.07,ad_valorem,7%
70196205,0,free,Free
70196215,0.06,ad_valorem,6%
70196230,0,free,Free
70196240,0.073,ad_valorem,7.3%
70196270,0,free,Free
70196290,0.07,ad_valorem,7%
70196305,0,free,Free
70196315,0.06,ad_valorem,6%
70196330,0,free,Free
70196340,0.073,ad_valorem,7.3%
70196390,0.07,ad_valorem,7%
70196405,0,free,Free
70196415,0.06,ad_valorem,6%
70196430,0,free,Free
70196440,0.073,ad_valorem,7.3%
70196470,0,free,Free
70196490,0.07,ad_valorem,7%
70196551,0,free,Free
70196590,0.06,ad_valorem,6%
70196630,0,free,Free
70196640,0.073,ad_valorem,7.3%
70196670,0,free,Free
70196690,0.07,ad_valorem,7%
70196930,0,free,Free
70196940,0.073,ad_valorem,7.3%
70196970,0,free,Free
70196990,0.07,ad_valorem,7%
70197100,0.043,ad_valorem,4.3%
70197205,0,free,Free
70197215,0.06,ad_valorem,6%
70197230,0,free,Free
70197240,0.073,ad_valorem,7.3%
70197270,0,free,Free
70197290,0.07,ad_valorem,7%
70197351,0,free,Free
70197390,0.06,ad_valorem,6%
70198010,0.049,ad_valorem,4.9%
70198090,0.043,ad_valorem,4.3%
70199011,0.048,ad_valorem,4.8%
70199051,0.043,ad_valorem,4.3%
70200030,0,free,Free
70200040,0.066,ad_valorem,6.6%
70200060,0.05,ad_valorem,5%
71011030,0,free,Free
71011060,0,free,Free
71012100,0,free,Free
71012230,0,free,Free
71012260,0,free,Free
71021000,0,free,Free
71022110,0,free,Free
71022130,0,free,Free
71022140,0,free,Free
71022900,0,free,Free
71023100,0,free,Free
71023900,0,free,Free
71031020,0,free,Free
71031040,0.105,ad_valorem,10.5%
71039100,0,free,Free
71039910,0,free,Free
71039950,0.105,ad_valorem,10.5%
71041000,0.03,ad_valorem,3%
71042100,0.03,ad_valorem,3%
71042900,0.03,ad_valorem,3%
71049110,0,free,Free
71049150,0.064,ad_valorem,6.4%
71049910,0,free,Free
71049950,0.064,ad_valorem,6.4%
71051000,0,free,Free
71059000,0,free,Free
71061000,0,free,Free
71069110,0,free,Free
71069150,0.03,ad_valorem,3%
71069210,0,free,Free
71069250,0.03,ad_valorem,3%
71070000,0.033,ad_valorem,3.3%
71081100,0,free,Free
71081210,0,free,Free
71081250,0.040999999999999995,ad_valorem,4.1%
71081310,0,free,Free
71081355,0,free,Free
71081370,0.040999999999999995,ad_valorem,4.1%
71090000,0.06,ad_valorem,6%
71101100,0,free,Free
71101900,0,free,Free
71102100,0,free,Free
71102900,0,free,Free
71103100,0,free,Free
71103900,0,free,Free
71104100,0,free,Free
71104900,0,free,Free
71110000,0.1,ad_valorem,10%
71123001,0,free,Free
71129101,0,free,Free
71129201,0,free,Free
71129901,0,free,Free
71131110,0.063,ad_valorem,6.3%
71131120,0.135,ad_valorem,13.5%
71131150,0.05,ad_valorem,5%
71131910,0.07,ad_valorem,7%
71131921,0.05,ad_valorem,5%
71131925,0.057999999999999996,ad_valorem,5.8%
71131929,0.055,ad_valorem,5.5%
71131930,0.057999999999999996,ad_valorem,5.8%
71131950,0.055,ad_valorem,5.5%
71132010,0.07,ad_valorem,7%
71132021,0.057999999999999996,ad_valorem,5.8%
71132025,0.057999999999999996,ad_valorem,5.8%
71132029,0.052000000000000005,ad_valorem,5.2%
71132030,0.057999999999999996,ad_valorem,5.8%
71132050,0.052000000000000005,ad_valorem,5.2%
71141110,0.027999999999999997,ad_valorem,2.8%
71141120,0.027000000000000003,ad_valorem,2.7%
71141130,0.033,ad_valorem,3.3%
71141140,0.035,ad_valorem,3.5%
71141145,0.03,ad_valorem,3%
71141150,0.033,ad_valorem,3.3%
71141160,0.03,ad_valorem,3%
71141170,0.03,ad_valorem,3%
71141900,0.079,ad_valorem,7.9%
71142000,0.03,ad_valorem,3%
71151000,0.04,ad_valorem,4%
71159005,0,free,Free
71159030,0.039,ad_valorem,3.9%
71159040,0.03,ad_valorem,3%
71159060,0.04,ad_valorem,4%
71161010,0.033,ad_valorem,3.3%
71161025,0.055,ad_valorem,5.5%
71162005,0.033,ad_valorem,3.3%
71162015,0.065,ad_valorem,6.5%
71162030,0.021,ad_valorem,2.1%
71162035,0.045,ad_valorem,4.5%
71162040,0.105,ad_valorem,10.5%
71162050,0,free,Free
71171100,0.08,ad_valorem,8%
71171905,0,free,Free
71171915,0.08,ad_valorem,8%
71171920,0.11,ad_valorem,11%
71171930,0.039,ad_valorem,3.9%
71171960,0,free,Free
71171990,0.11,ad_valorem,11%
71179010,0,free,Free
71179020,0.033,ad_valorem,3.3%
71179030,0.039,ad_valorem,3.9%
71179045,0,free,Free
71179055,0.07200000000000001,ad_valorem,7.2%
71179060,0,free,Free
71179075,0,free,Free
71179090,0.11,ad_valorem,11%
71181000,0,free,Free
71189000,0,free,Free
72011000,0,free,Free
72012000,0,free,Free
72015030,0,free,Free
72021110,0.013999999999999999,ad_valorem,1.4%
72021150,0.015,ad_valorem,1.5%
72021910,0.023,ad_valorem,2.3%
72021950,0.013999999999999999,ad_valorem,1.4%
72022110,0.011000000000000001,ad_valorem,1.1%
72022150,0.015,ad_valorem,1.5%
72022175,0.019,ad_valorem,1.9%
72022190,0.057999999999999996,ad_valorem,5.8%
72022900,0,free,Free
72023000,0.039,ad_valorem,3.9%
72024100,0.019,ad_valorem,1.9%
72024910,0.019,ad_valorem,1.9%
72024950,0.031,ad_valorem,3.1%
72025000,0.1,ad_valorem,10%
72026000,0,free,Free
72027000,0.045,ad_valorem,4.5%
72028000,0.055999999999999994,ad_valorem,5.6%
72029100,0.037000000000000005,ad_valorem,3.7%
72029200,0.042,ad_valorem,4.2%
72029340,0.05,ad_valorem,5%
72029380,0.05,ad_valorem,5%
72029910,0.042,ad_valorem,4.2%
72029920,0.05,ad_valorem,5%
72029980,0.05,ad_valorem,5%
72031000,0,free,Free
72039000,0,free,Free
72041000,0,free,Free
72042100,0,free,Free
72042900,0,free,Free
72043000,0,free,Free
72044100,0,free,Free
72044900,0,free,Free
72045000,0,free,Free
72051000,0,free,Free
72052100,0,free,Free
72052900,0,free,Free
72061000,0,free,Free
72069000,0,free,Free
72071100,0,free,Free
72071200,0,free,Free
72071900,0,free,Free
72072000,0,free,Free
72081015,0,free,Free
72081030,0,free,Free
72081060,0,free,Free
72082530,0,free,Free
72082560,0,free,Free
72082600,0,free,Free
72082700,0,free,Free
72083600,0,free,Free
72083700,0,free,Free
72083800,0,free,Free
72083900,0,free,Free
72084030,0,free,Free
72084060,0,free,Free
72085100,0,free,Free
72085200,0,free,Free
72085300,0,free,Free
72085400,0,free,Free
72089000,0,free,Free
72091500,0,free,Free
72091600,0,free,Free
72091700,0,free,Free
72091815,0,free,Free
72091825,0,free,Free
72091860,0,free,Free
72092500,0,free,Free
72092600,0,free,Free
72092700,0,free,Free
72092800,0,free,Free
72099000,0,free,Free
72101100,0,free,Free
72101200,0,free,Free
72103000,0,free,Free
72104100,0,free,Free
72104900,0,free,Free
72105000,0,free,Free
72106100,0,free,Free
72106900,0,free,Free
72107030,0,free,Free
72107060,0,free,Free
72109010,0,free,Free
72109060,0,free,Free
72109090,0,free,Free
72111300,0,free,Free
72111400,0,free,Free
72111915,0,free,Free
72111920,0,free,Free
72111930,0,free,Free
72111945,0,free,Free
72111960,0,free,Free
72111975,0,free,Free
72112315,0,free,Free
72112320,0,free,Free
72112330,0,free,Free
72112345,0,free,Free
72112360,0,free,Free
72112920,0,free,Free
72112945,0,free,Free
72112960,0,free,Free
72119000,0,free,Free
72121000,0,free,Free
72122000,0,free,Free
72123010,0,free,Free
72123030,0,free,Free
72123050,0,free,Free
72124010,0,free,Free
72124050,0,free,Free
72125000,0,free,Free
72126000,0,free,Free
72131000,0,free,Free
72132000,0,free,Free
72139130,0,free,Free
72139145,0,free,Free
72139160,0,free,Free
72139900,0,free,Free
72141000,0,free,Free
72142000,0,free,Free
72143000,0,free,Free
72149100,0,free,Free
72149900,0,free,Free
72151000,0,free,Free
72155000,0,free,Free
72159010,0,free,Free
72159030,0,free,Free
72159050,0,free,Free
72161000,0,free,Free
72162100,0,free,Free
72162200,0,free,Free
72163100,0,free,Free
72163200,0,free,Free
72163300,0,free,Free
72164000,0,free,Free
72165000,0,free,Free
72166100,0,free,Free
72166900,0,free,Free
72169100,0,free,Free
72169900,0,free,Free
72171010,0,free,Free
72171020,0,free,Free
72171030,0,free,Free
72171040,0,free,Free
72171050,0,free,Free
72171060,0,free,Free
72171070,0,free,Free
72171080,0,free,Free
72171090,0,free,Free
72172015,0,free,Free
72172030,0,free,Free
72172045,0,free,Free
72172060,0,free,Free
72172075,0,free,Free
72173015,0,free,Free
72173030,0,free,Free
72173045,0,free,Free
72173060,0,free,Free
72173075,0,free,Free
72179010,0,free,Free
72179050,0,free,Free
72181000,0,free,Free
72189100,0,free,Free
72189900,0,free,Free
72191100,0,free,Free
72191200,0,free,Free
72191300,0,free,Free
72191400,0,free,Free
72192100,0,free,Free
72192200,0,free,Free
72192300,0,free,Free
72192400,0,free,Free
72193100,0,free,Free
72193200,0,free,Free
72193300,0,free,Free
72193400,0,free,Free
72193500,0,free,Free
72199000,0,free,Free
72201100,0,free,Free
72201210,0,free,Free
72201250,0,free,Free
72202010,0,free,Free
72202060,0,free,Free
72202070,0,free,Free
72202080,0,free,Free
72202090,0,free,Free
72209000,0,free,Free
72210000,0,free,Free
72221100,0,free,Free
72221900,0,free,Free
72222000,0,free,Free
72223000,0,free,Free
72224030,0,free,Free
72224060,0,free,Free
72230010,0,free,Free
72230050,0,free,Free
72230090,0,free,Free
72241000,0,free,Free
72249000,0,free,Free
72251100,0,free,Free
72251900,0,free,Free
72253011,0,free,Free
72253030,0,free,Free
72253051,0,free,Free
72253070,0,free,Free
72254011,0,free,Free
72254030,0,free,Free
72254051,0,free,Free
72254070,0,free,Free
72255011,0,free,Free
72255060,0,free,Free
72255070,0,free,Free
72255080,0,free,Free
72259100,0,free,Free
72259200,0,free,Free
72259900,0,free,Free
72261110,0,free,Free
72261190,0,free,Free
72261910,0,free,Free
72261990,0,free,Free
72262000,0,free,Free
72269105,0,free,Free
72269115,0,free,Free
72269125,0,free,Free
72269150,0,free,Free
72269170,0,free,Free
72269180,0,free,Free
72269210,0,free,Free
72269230,0,free,Free
72269250,0,free,Free
72269270,0,free,Free
72269280,0,free,Free
72269901,0,free,Free
72271000,0,free,Free
72272000,0,free,Free
72279010,0,free,Free
72279020,0,free,Free
72279060,0,free,Free
72281000,0,free,Free
72282010,0,free,Free
72282050,0,free,Free
72283020,0,free,Free
72283040,0,free,Free
72283060,0,free,Free
72283080,0,free,Free
72284000,0,free,Free
72285010,0,free,Free
72285050,0,free,Free
72286010,0,free,Free
72286060,0,free,Free
72286080,0,free,Free
72287030,0,free,Free
72287060,0,free,Free
72288000,0,free,Free
72292000,0,free,Free
72299005,0,free,Free
72299010,0,free,Free
72299050,0,free,Free
72299090,0,free,Free
73011000,0,free,Free
73012010,0,free,Free
73012050,0,free,Free
73021010,0,free,Free
73021050,0,free,Free
73023000,0,free,Free
73024000,0,free,Free
73029010,0,free,Free
73029090,0,free,Free
73030000,0,free,Free
73041100,0,free,Free
73041910,0,free,Free
73041950,0,free,Free
73042200,0,free,Free
73042330,0,free,Free
73042360,0,free,Free
73042430,0,free,Free
73042440,0,free,Free
73042460,0,free,Free
73042910,0,free,Free
73042920,0,free,Free
73042931,0,free,Free
73042941,0,free,Free
73042950,0,free,Free
73042961,0,free,Free
73043130,0,free,Free
73043160,0,free,Free
73043900,0,free,Free
73044130,0,free,Free
73044160,0,free,Free
73044900,0,free,Free
73045110,0,free,Free
73045150,0,free,Free
73045910,0,free,Free
73045920,0,free,Free
73045960,0,free,Free
73045980,0,free,Free
73049010,0,free,Free
73049030,0,free,Free
73049050,0,free,Free
73049070,0,free,Free
73051110,0,free,Free
73051150,0,free,Free
73051210,0,free,Free
73051250,0,free,Free
73051910,0,free,Free
73051950,0,free,Free
73052020,0,free,Free
73052040,0,free,Free
73052060,0,free,Free
73052080,0,free,Free
73053140,0,free,Free
73053160,0,free,Free
73053910,0,free,Free
73053950,0,free,Free
73059010,0,free,Free
73059050,0,free,Free
73061100,0,free,Free
73061910,0,free,Free
73061951,0,free,Free
73062130,0,free,Free
73062140,0,free,Free
73062180,0,free,Free
73062910,0,free,Free
73062920,0,free,Free
73062931,0,free,Free
73062941,0,free,Free
73062960,0,free,Free
73062981,0,free,Free
73063010,0,free,Free
73063030,0,free,Free
73063050,0,free,Free
73064010,0,free,Free
73064050,0,free,Free
73065010,0,free,Free
73065050,0,free,Free
73066110,0,free,Free
73066130,0,free,Free
73066150,0,free,Free
73066170,0,free,Free
73066910,0,free,Free
73066930,0,free,Free
73066950,0,free,Free
73066970,0,free,Free
73069010,0,free,Free
73069050,0,free,Free
73071100,0.048,ad_valorem,4.8%
73071930,0.055999999999999994,ad_valorem,5.6%
73071990,0.062,ad_valorem,6.2%
73072110,0.033,ad_valorem,3.3%
73072150,0.055999999999999994,ad_valorem,5.6%
73072210,0,free,Free
73072250,0.062,ad_valorem,6.2%
73072300,0.05,ad_valorem,5%
73072900,0.05,ad_valorem,5%
73079110,0.033,ad_valorem,3.3%
73079130,0.032,ad_valorem,3.2%
73079150,0.055,ad_valorem,5.5%
73079230,0,free,Free
73079290,0.062,ad_valorem,6.2%
73079330,0.062,ad_valorem,6.2%
73079360,0.055,ad_valorem,5.5%
73079390,0.043,ad_valorem,4.3%
73079910,0.037000000000000005,ad_valorem,3.7%
73079930,0.032,ad_valorem,3.2%
73079950,0.043,ad_valorem,4.3%
73081000,0,free,Free
73082000,0,free,Free
73083010,0,free,Free
73083050,0,free,Free
73084000,0,free,Free
73089030,0,free,Free
73089060,0,free,Free
73089070,0,free,Free
73089095,0,free,Free
73090000,0,free,Free
73101000,0,free,Free
73102100,0,free,Free
73102900,0,free,Free
73110000,0,free,Free
73121005,0,free,Free
73121010,0,free,Free
73121020,0,free,Free
73121030,0,free,Free
73121050,0,free,Free
73121060,0,free,Free
73121070,0,free,Free
73121080,0,free,Free
73121090,0,free,Free
73129000,0,free,Free
73130000,0,free,Free
73141210,0,free,Free
73141220,0,free,Free
73141230,0,free,Free
73141260,0,free,Free
73141290,0,free,Free
73141410,0,free,Free
73141420,0,free,Free
73141430,0,free,Free
73141460,0,free,Free
73141490,0,free,Free
73141901,0,free,Free
73142000,0,free,Free
73143110,0,free,Free
73143150,0,free,Free
73143900,0,free,Free
73144100,0,free,Free
73144200,0,free,Free
73144930,0,free,Free
73144960,0,free,Free
73145000,0,free,Free
73151100,0,free,Free
73151200,0,free,Free
73151900,0,free,Free
73152010,0,free,Free
73152050,0,free,Free
73158100,0,free,Free
73158210,0,free,Free
73158230,0,free,Free
73158250,0,free,Free
73158270,0,free,Free
73158910,0.015,ad_valorem,1.5%
73158930,0,free,Free
73158950,0.039,ad_valorem,3.9%
73159000,0.028999999999999998,ad_valorem,2.9%
73160000,0,free,Free
73170010,0,free,Free
73170020,0,free,Free
73170030,0,free,Free
73170055,0,free,Free
73170065,0,free,Free
73170075,0,free,Free
73181100,0.125,ad_valorem,12.5%
73181200,0.125,ad_valorem,12.5%
73181300,0.057,ad_valorem,5.7%
73181410,0.062,ad_valorem,6.2%
73181450,0.086,ad_valorem,8.6%
73181520,0,free,Free
73181540,0,free,Free
73181550,0,free,Free
73181560,0.062,ad_valorem,6.2%
73181580,0.085,ad_valorem,8.5%
73181600,0,free,Free
73181900,0.057,ad_valorem,5.7%
73182100,0.057999999999999996,ad_valorem,5.8%
73182200,0,free,Free
73182300,0,free,Free
73182400,0.038,ad_valorem,3.8%
73182900,0.027999999999999997,ad_valorem,2.8%
73194020,0.045,ad_valorem,4.5%
73194030,0.040999999999999995,ad_valorem,4.1%
73194050,0,free,Free
73199010,0,free,Free
73199090,0.028999999999999998,ad_valorem,2.9%
73201030,0.032,ad_valorem,3.2%
73201060,0.032,ad_valorem,3.2%
73201090,0.032,ad_valorem,3.2%
73202010,0.032,ad_valorem,3.2%
73202050,0.039,ad_valorem,3.9%
73209010,0,free,Free
73209050,0.028999999999999998,ad_valorem,2.9%
73211110,0.057,ad_valorem,5.7%
73211130,0,free,Free
73211160,0,free,Free
73211200,0,free,Free
73211900,0,free,Free
73218110,0.028999999999999998,ad_valorem,2.9%
73218150,0,free,Free
73218210,0.028999999999999998,ad_valorem,2.9%
73218250,0,free,Free
73218900,0,free,Free
73219010,0,free,Free
73219020,0,free,Free
73219040,0,free,Free
73219050,0,free,Free
73219060,0,free,Free
73221100,0,free,Free
73221900,0,free,Free
73229000,0,free,Free
73231000,0,free,Free
73239110,0,free,Free
73239150,0.053,ad_valorem,5.3%
73239200,0,free,Free
73239300,0.02,ad_valorem,2%
73239400,0.027000000000000003,ad_valorem,2.7%
73239910,0,free,Free
73239930,0.08199999999999999,ad_valorem,8.2%
73239950,0,free,Free
73239970,0.053,ad_valorem,5.3%
73239990,0.034,ad_valorem,3.4%
73241000,0.034,ad_valorem,3.4%
73242110,0,free,Free
73242150,0,free,Free
73242900,0,free,Free
73249000,0,free,Free
73251000,0,free,Free
73259100,0.028999999999999998,ad_valorem,2.9%
73259910,0,free,Free
73259950,0.028999999999999998,ad_valorem,2.9%
73261100,0,free,Free
73261900,0.028999999999999998,ad_valorem,2.9%
73262000,0.039,ad_valorem,3.9%
73269010,0,free,Free
73269025,0,free,Free
73269035,0.078,ad_valorem,7.8%
73269045,0,free,Free
73269060,0.086,ad_valorem,8.6%
73269086,0.028999999999999998,ad_valorem,2.9%
74010000,0,free,Free
74020000,0,free,Free
74031100,0.01,ad_valorem,1%
74031200,0.01,ad_valorem,1%
74031300,0.01,ad_valorem,1%
74031900,0.01,ad_valorem,1%
74032100,0.01,ad_valorem,1%
74032200,0.01,ad_valorem,1%
74032901,0.01,ad_valorem,1%
74040030,0,free,Free
74040060,0,free,Free
74050010,0,free,Free
74050060,0,free,Free
74061000,0,free,Free
74062000,0,free,Free
74071015,0.03,ad_valorem,3%
74071030,0.03,ad_valorem,3%
74071050,0.01,ad_valorem,1%
74072115,0.022000000000000002,ad_valorem,2.2%
74072130,0.022000000000000002,ad_valorem,2.2%
74072150,0.022000000000000002,ad_valorem,2.2%
74072170,0.019,ad_valorem,1.9%
74072190,0.022000000000000002,ad_valorem,2.2%
74072916,0.03,ad_valorem,3%
74072934,0.03,ad_valorem,3%
74072938,0.03,ad_valorem,3%
74072940,0.03,ad_valorem,3%
74072950,0.016,ad_valorem,1.6%
74081130,0.01,ad_valorem,1%
74081160,0.03,ad_valorem,3%
74081900,0.03,ad_valorem,3%
74082100,0.03,ad_valorem,3%
74082210,0.03,ad_valorem,3%
74082250,0.03,ad_valorem,3%
74082910,0.03,ad_valorem,3%
74082950,0.03,ad_valorem,3%
74091110,0.03,ad_valorem,3%
74091150,0.01,ad_valorem,1%
74091910,0.03,ad_valorem,3%
74091950,0.01,ad_valorem,1%
74091990,0.03,ad_valorem,3%
74092100,0.019,ad_valorem,1.9%
74092900,0.019,ad_valorem,1.9%
74093110,0.03,ad_valorem,3%
74093150,0.017,ad_valorem,1.7%
74093190,0.03,ad_valorem,3%
74093910,0.03,ad_valorem,3%
74093950,0.017,ad_valorem,1.7%
74093990,0.03,ad_valorem,3%
74094000,0.03,ad_valorem,3%
74099010,0.03,ad_valorem,3%
74099050,0.017,ad_valorem,1.7%
74099090,0.03,ad_valorem,3%
74101100,0.01,ad_valorem,1%
74101200,0.01,ad_valorem,1%
74102130,0.03,ad_valorem,3%
74102160,0.015,ad_valorem,1.5%
74102200,0.015,ad_valorem,1.5%
74111010,0.015,ad_valorem,1.5%
74111050,0.03,ad_valorem,3%
74112110,0.013999999999999999,ad_valorem,1.4%
74112150,0.03,ad_valorem,3%
74112200,0.03,ad_valorem,3%
74112910,0.013999999999999999,ad_valorem,1.4%
74112950,0.03,ad_valorem,3%
74121000,0.03,ad_valorem,3%
74122000,0.03,ad_valorem,3%
74130010,0.03,ad_valorem,3%
74130050,0.02,ad_valorem,2%
74130090,0.03,ad_valorem,3%
74151000,0.025,ad_valorem,2.5%
74152100,0.03,ad_valorem,3%
74152900,0.03,ad_valorem,3%
74153305,0.03,ad_valorem,3%
74153310,0.013999999999999999,ad_valorem,1.4%
74153380,0.03,ad_valorem,3%
74153900,0.03,ad_valorem,3%
74181000,0.03,ad_valorem,3%
74182010,0.03,ad_valorem,3%
74182050,0.03,ad_valorem,3%
74192000,0,free,Free
74198003,0,free,Free
74198006,0.03,ad_valorem,3%
74198009,0.03,ad_valorem,3%
74198015,0.03,ad_valorem,3%
74198016,0.03,ad_valorem,3%
74198017,0.03,ad_valorem,3%
74198030,0.03,ad_valorem,3%
74198050,0,free,Free
75011000,0,free,Free
75012000,0,free,Free
75021000,0,free,Free
75022000,0,free,Free
75030000,0,free,Free
75040000,0,free,Free
75051110,0.03,ad_valorem,3%
75051130,0.026000000000000002,ad_valorem,2.6%
75051150,0.03,ad_valorem,3%
75051210,0.03,ad_valorem,3%
75051230,0.025,ad_valorem,2.5%
75051250,0.03,ad_valorem,3%
75052110,0.03,ad_valorem,3%
75052150,0.026000000000000002,ad_valorem,2.6%
75052210,0.03,ad_valorem,3%
75052250,0.026000000000000002,ad_valorem,2.6%
75061005,0.025,ad_valorem,2.5%
75061010,0.03,ad_valorem,3%
75061030,0.025,ad_valorem,2.5%
75062005,0.03,ad_valorem,3%
75062010,0.03,ad_valorem,3%
75062030,0.025,ad_valorem,2.5%
75071100,0.02,ad_valorem,2%
75071200,0.02,ad_valorem,2%
75072000,0.03,ad_valorem,3%
75081000,0.03,ad_valorem,3%
75089010,0.03,ad_valorem,3%
75089050,0.03,ad_valorem,3%
76011030,0.026000000000000002,ad_valorem,2.6%
76011060,0,free,Free
76012030,0.026000000000000002,ad_valorem,2.6%
76012060,0.021,ad_valorem,2.1%
76012090,0,free,Free
76020000,0,free,Free
76031000,0.05,ad_valorem,5%
76032000,0.039,ad_valorem,3.9%
76041010,0.05,ad_valorem,5%
76041030,0.026000000000000002,ad_valorem,2.6%
76041050,0.03,ad_valorem,3%
76042100,0.015,ad_valorem,1.5%
76042910,0.05,ad_valorem,5%
76042930,0.026000000000000002,ad_valorem,2.6%
76042950,0.03,ad_valorem,3%
76051100,0.026000000000000002,ad_valorem,2.6%
76051900,0.042,ad_valorem,4.2%
76052100,0.026000000000000002,ad_valorem,2.6%
76052900,0.042,ad_valorem,4.2%
76061130,0.03,ad_valorem,3%
76061160,0.027000000000000003,ad_valorem,2.7%
76061230,0.03,ad_valorem,3%
76061260,0.065,ad_valorem,6.5%
76069130,0.03,ad_valorem,3%
76069160,0.027000000000000003,ad_valorem,2.7%
76069230,0.03,ad_valorem,3%
76069260,0.065,ad_valorem,6.5%
76071130,0.057999999999999996,ad_valorem,5.8%
76071160,0.053,ad_valorem,5.3%
76071190,0.03,ad_valorem,3%
76071910,0.053,ad_valorem,5.3%
76071930,0.057,ad_valorem,5.7%
76071960,0.03,ad_valorem,3%
76072010,0.037000000000000005,ad_valorem,3.7%
76072050,0,free,Free
76081000,0.057,ad_valorem,5.7%
76082000,0.057,ad_valorem,5.7%
76090000,0.057,ad_valorem,5.7%
76101000,0.057,ad_valorem,5.7%
76109000,0.057,ad_valorem,5.7%
76110000,0.026000000000000002,ad_valorem,2.6%
76121000,0.024,ad_valorem,2.4%
76129010,0.057,ad_valorem,5.7%
76129050,0,free,Free
76130000,0.05,ad_valorem,5%
76141010,0.049,ad_valorem,4.9%
76141050,0.049,ad_valorem,4.9%
76149020,0.049,ad_valorem,4.9%
76149040,0.049,ad_valorem,4.9%
76149050,0.057,ad_valorem,5.7%
76151011,0.031,ad_valorem,3.1%
76151020,0.031,ad_valorem,3.1%
