bea_code,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other
315AL,2.044e-4,4.73e-5,3.4e-5,5.13e-5,2.96e-5,7.77e-5,5.19e-5,1.104e-4,1.836e-4,9.87e-5,7.15e-5,1.305e-4,2.64e-5,7.08e-5,0.0023662,1.133e-4,2.419e-4,7.592e-4,9.749e-4,0.0047119,0.9070697,1.688e-4,2.718e-4,3.27e-5,1.235e-4,1.214e-4,1.103e-4,4.72e-5,4.52e-5,2.782e-4,1.118e-4,3.08e-5,3.05e-5,1.183e-4,8.19e-5,6.87e-5,2.98e-5,4.35e-5,4.53e-5,2.1e-5,3.57e-5,3.93e-5,3.01e-5,1.84e-5,3.54e-5,2.18e-5,2.89e-5,9.4e-6,5.14e-5,7.91e-5,1.33e-5,2.06e-5,3.61e-5,3.1e-5,1.071e-4,3.491e-4,1.353e-4,4.97e-5,1.376e-4,6.97e-5,1.248e-4,1.253e-4,1.573e-4,7.81e-5,1.13e-4,7.078e-4,2.186e-4,7.16e-5,0.0017213,3.988e-4,1.036e-4,3.115e-4,7.16e-5
322,0.0087472,0.0021165,0.0034703,0.0056529,0.0032899,0.0029344,0.0083073,0.0223767,0.0274184,0.0256231,0.0176346,0.0137604,0.0050251,0.0258534,0.0239114,0.0068046,0.0372859,0.0270933,0.0414069,0.0302047,0.0084508,1.2953992,0.1447627,0.0035018,0.0130005,0.0347953,0.006717,0.0028242,0.0053543,0.0027501,0.0040448,0.0031251,0.0038237,0.0044081,0.00394,0.0132964,0.0026935,0.0075105,0.0033749,0.0036654,0.002205,0.0029978,0.0034379,0.0022737,0.0039166,0.0039954,0.0031039,5.002e-4,0.0041798,0.0050669,0.0021277,0.002861,0.005096,0.0029761,0.0087684,0.0074803,0.0060429,0.0042268,0.0064741,0.0059743,0.0094112,0.0029477,0.0047286,0.015501,0.0102484,0.0066694,0.0043729,0.0084253,0.0042795,0.0107894,0.0055296,0.0707763,0.0084253
323,0.0011507,5.883e-4,9.509e-4,0.0011409,0.0010093,0.0013314,0.0014054,0.0016226,0.0013582,0.0035238,0.0021603,0.0017513,5.897e-4,0.0018056,0.0020445,9.727e-4,0.0025635,0.0060822,0.0015774,0.0184508,0.0029063,0.0058565,0.9985623,8.609e-4,9.423e-4,0.0023306,0.0045323,0.001895,0.0013493,0.0012074,0.0054648,0.0011284,0.00111,0.0018885,0.0015509,0.0026361,0.0010438,0.0018364,8.226e-4,0.0065975,0.0037813,0.0018144,0.0062356,0.0015831,0.0033261,0.0040364,0.0026208,2.014e-4,0.0017858,0.0021453,0.0017585,0.0014706,0.0079738,0.0021978,0.0037817,0.0018005,0.0030347,0.0021612,0.0044219,0.001592,0.0055785,0.0043284,0.002474,0.0031525,0.0021086,0.0027883,0.0029099,0.0039363,0.0012496,0.0048092,0.0027823,0.0159897,0.0039363
324,0.0236379,0.007958,0.0135058,0.0216605,0.0101826,0.030201,0.0224579,0.0128937,0.0145642,0.0227185,0.0112938,0.009105,0.0028503,0.0143521,0.0094401,0.004086,0.0111428,0.0096768,0.0148707,0.0177785,0.0057584,0.0158021,0.0142005,0.9431105,0.0484778,0.0200432,0.0047456,0.0050826,0.0054077,0.0030139,0.0041106,0.0822388,0.0302149,0.0651565,0.0525142,0.0258592,0.0064485,0.0309544,0.0127752,0.0021862,0.0022749,0.0032452,0.0034465,0.0047604,0.0081643,0.0013803,0.007222,0.0011071,0.0084498,0.0062415,0.0014798,0.0032358,0.0042821,0.0031889,0.0072303,0.0183639,0.0128323,0.0059976,0.0109457,0.0057533,0.0059003,0.0042095,0.0137253,0.0051096,0.0068808,0.0052094,0.0135155,0.0044608,0.010609,0.0323758,0.0435081,0.0213518,0.0044608
325,0.095257,0.0299173,0.0361673,0.036625,0.0196087,0.0174287,0.0316282,0.0930234,0.0584051,0.0310808,0.04347,0.0317178,0.0212267,0.0516211,0.0630936,0.020249,0.0788659,0.080161,0.0727419,0.3331428,0.062489,0.0933152,0.1046503,0.0728174,1.2436618,0.3718949,0.0125661,0.0095534,0.0098413,0.0085769,0.0096635,0.0116494,0.013456,0.0150185,0.0116914,0.0125158,0.0074457,0.011697,0.0086125,0.0070462,0.0080501,0.0104897,0.0112274,0.004948,0.0090986,0.0051647,0.0077295,0.0018008,0.019187,0.0095104,0.0038635,0.0070449,0.0375454,0.0141625,0.0206257,0.0287857,0.0176137,0.0535601,0.0375078,0.0228763,0.0162295,0.0090427,0.0202831,0.0092141,0.016135,0.0150792,0.0196369,0.0159264,0.007601,0.0372677,0.0412762,0.0495296,0.0159264
326,0.0123372,0.0032635,0.0042909,0.0161433,0.0069518,0.0063903,0.0220812,0.0204775,0.0162628,0.015105,0.0161986,0.0313136,0.0108804,0.0296803,0.0545039,0.0156966,0.0491725,0.0398734,0.0324355,0.0591623,0.0121882,0.0318614,0.0460136,0.0045345,0.0194713,1.0617685,0.0119307,0.005631,0.0079671,0.0035355,0.0057251,0.0042407,0.0040799,0.0050942,0.0060887,0.0058785,0.0035716,0.0093807,0.0040905,0.0025359,0.0022165,0.008292,0.0041152,0.0014778,0.0027317,0.0033912,0.0024463,9.087e-4,0.0044843,0.0073598,0.0011861,0.0041303,0.0061963,0.002538,0.0062299,0.0087517,0.0059851,0.0107967,0.0093977,0.0097666,0.0111936,0.0026283,0.0076421,0.0038759,0.0114282,0.0078015,0.0103855,0.0054079,0.0036107,0.010534,0.0197008,0.0372083,0.0054079
42,0.1516932,0.048042,0.0588256,0.0725475,0.0380192,0.0374847,0.0902601,0.1547436,0.0931584,0.185033,0.1297693,0.1384239,0.0658728,0.1547812,0.2363806,0.0932685,0.1403079,0.0852277,0.1745613,0.1294773,0.0815347,0.1377445,0.0928575,0.0757374,0.1041859,0.1431636,1.0446327,0.0268837,0.0221741,0.01902,0.0282551,0.0342412,0.0511258,0.0639174,0.0494543,0.0329253,0.0212965,0.0368984,0.0259617,0.0323964,0.0093755,0.0383756,0.0225298,0.0093712,0.0171149,0.0075366,0.0166393,0.0040612,0.0242256,0.0477381,0.0081665,0.016782,0.029696,0.0287874,0.0308064,0.0543047,0.0298268,0.0411577,0.0402887,0.0284963,0.0432874,0.0157254,0.0413551,0.0257952,0.049987,0.0363774,0.0580073,0.0263912,0.0305883,0.0465007,0.0786992,0.0937198,0.0263912
441,7.337e-4,2.355e-4,0.0013153,0.002799,0.0013152,5.225e-4,0.0022219,0.0042046,0.0024746,0.0018964,0.0022125,0.0058955,8.049e-4,0.0010929,0.0086848,0.0031021,0.0027788,0.0020713,0.0024046,0.0014238,8.868e-4,0.0034507,0.001631,9.607e-4,0.0011136,0.0015524,5.388e-4,1.0018397000000001,0.0025019,6.389e-4,0.0017167,5.536e-4,8.595e-4,0.0012934,0.004364,9.681e-4,5.146e-4,8.64e-4,8.046e-4,5.051e-4,4.297e-4,5.898e-4,5.558e-4,3.02e-4,4.847e-4,2.338e-4,3.861e-4,1.757e-4,0.0010703,0.0024132,2.39e-4,4.61e-4,7.538e-4,4.835e-4,0.0040725,0.0015841,5.314e-4,4.099e-4,6.519e-4,5.335e-4,5.383e-4,4.591e-4,7.763e-4,5.636e-4,7.92e-4,0.0055575,7.174e-4,4.792e-4,5.356e-4,6.081e-4,0.0010542,0.001838,4.792e-4
445,1.62e-4,2.83e-5,2.16e-5,3.71e-5,1.94e-5,9.64e-5,1.358e-4,4.75e-5,6.68e-5,6.16e-5,4.37e-5,4.92e-5,1.44e-5,6.2e-5,5.03e-5,2.06e-5,7.77e-5,5.42e-5,9.77e-5,5.54e-5,3.18e-5,5.36e-5,2.651e-4,3.06e-5,8.04e-5,5.41e-5,3.4e-5,4.6e-5,0.9751569,2.25e-5,3.61e-5,7.82e-5,6.43e-5,4.49e-5,7.033e-4,2.838e-4,2.52e-5,1.934e-4,2.94e-5,1.77e-5,1.73e-5,2.07e-5,2.79e-5,2.67e-5,3.4e-5,1.55e-5,3.32e-5,2.81e-5,8.72e-5,4.12e-5,1.83e-5,2.95e-5,3.2e-5,2.7e-5,8.48e-5,5.81e-5,3.76e-5,4.98e-5,5.47e-5,6.57e-5,4.5e-5,2.87e-5,4.35e-5,1.469e-4,0.0011547,4.1e-5,2.62e-5,1.91e-5,2.69e-5,3.77e-5,5.31e-5,4.61e-5,1.91e-5
452,4.551e-4,8.39e-5,1.052e-4,2.123e-4,9.53e-5,2.649e-4,9.29e-4,2.891e-4,2.616e-4,2.311e-4,1.995e-4,3.842e-4,7.53e-5,2.748e-4,4.613e-4,1.63e-4,3.984e-4,2.903e-4,3.625e-4,2.183e-4,1.22e-4,2.708e-4,9.138e-4,1.129e-4,1.783e-4,1.841e-4,9.96e-5,1.977e-4,2.095e-4,1.0000844,1.687e-4,1.294e-4,2.174e-4,1.691e-4,0.0020112,7.921e-4,1e-4,5.323e-4,1.049e-4,6.25e-5,5.48e-5,7.63e-5,8.51e-5,5.91e-5,9.17e-5,4.17e-5,7.52e-5,1.573e-4,2.742e-4,2.037e-4,4.34e-5,6.46e-5,9.65e-5,6.8e-5,4.152e-4,2.001e-4,1.494e-4,8.05e-5,1.157e-4,1.04e-4,1.013e-4,9.89e-5,1.399e-4,3.513e-4,3.919e-4,3.458e-4,9.49e-5,7.06e-5,8.38e-5,1.047e-4,2.434e-4,1.824e-4,7.06e-5
4A0,0.0056335,0.0010408,0.0012247,0.0037269,0.00136,0.0049327,0.0415357,0.0063039,0.0028399,0.0030111,0.0023251,0.0034879,8.68e-4,0.0035476,0.0036511,0.001356,0.0050241,0.0034639,0.0042202,0.0038835,0.0015047,0.0032105,0.0175114,0.0018005,0.0044334,0.0029305,0.0014141,0.0042721,0.0021591,0.0030451,1.0021594,0.0017769,0.0036157,0.0095520999999999991,0.0239516,0.0094961,0.0023156,0.0073717,0.0013675,7.352e-4,8.6e-4,0.00109,0.0011421,0.0010095,0.0013841,6.183e-4,0.0011634,0.0028015,0.0039598,0.0015888,5.805e-4,7.66e-4,0.0012539,9.041e-4,0.0026259,0.0023998,0.0014976,0.0013664,0.001729,0.0017238,0.0015163,0.0029862,0.0034364,0.0071294,0.0077608,0.0032637,0.0016414,8.878e-4,0.0013318,0.0018489,0.0075939,0.0025114,8.878e-4
481,0.0029438,0.014888,0.0012508,0.0018271,0.0019681,0.0017163,0.0020825,0.0049224,0.0059408,0.0036612,0.0028661,0.0023702,9.083e-4,0.0024444,0.0033283,0.0017501,0.0032264,0.0019521,0.0030383,0.0023987,0.0018285,0.0033787,0.0029146,0.0012471,0.0016784,0.0033421,0.0037281,0.0018571,0.0015828,0.0011516,0.0018149,1.0034983,0.0017292,0.0055421,0.0084382,0.0020879,0.0011648,0.0065867,0.0032615,0.0016939,0.0018058,0.0017753,0.0028566,0.0034207,0.0049496,8.38e-4,0.0045449,2.867e-4,0.0063114,0.003772,0.0018956,0.0042485,0.0028841,0.0017477,0.0035733,0.0038353,0.0028219,0.0029037,0.0020368,0.0023323,0.0028359,0.0017242,0.0025903,0.0014546,0.0030811,0.0019558,0.0091067,0.0090306,0.0055646,0.0021649,0.0020669,0.002795,0.0090306
482,0.0083993,0.0016998,0.003126,0.0083288,0.0019742,0.0055622,0.0040911,0.0102878,0.019673,0.0203746,0.0092007,0.0054111,0.0012226,0.00797,0.0073386,0.0027348,0.0078924,0.004118,0.011518,0.0056812,0.0020241,0.0185772,0.0053316,0.0046219,0.0082006,0.0117837,9.763e-4,8.02e-4,0.0010975,5.909e-4,7.811e-4,0.0018201,1.0023904,0.0021564,0.0114854,0.0016187,0.0010128,0.0028709,9.36e-4,4.496e-4,4.171e-4,9.961e-4,7.428e-4,4.033e-4,8.198e-4,3.489e-4,6.962e-4,2.172e-4,0.0013501,9.323e-4,3.334e-4,5.168e-4,0.001095,5.564e-4,0.0014432,0.0022445,0.001388,0.0012985,0.0015416,0.0012133,0.001988,7.13e-4,0.0025202,0.0012878,0.0025513,0.0012453,0.0016288,0.0034111,0.0084999,0.0025241,0.0076673,0.0064166,0.0034111
483,0.0028528,4.39e-4,0.0013834,0.0019209,5.151e-4,9.532e-4,0.0010356,4.584e-4,0.0035711,0.0029642,0.0013566,7.696e-4,1.965e-4,0.0014683,8.544e-4,3.343e-4,7.087e-4,6.743e-4,0.0030364,0.001007,3.841e-4,0.0010575,4.082e-4,0.0011132,0.0013717,0.0011043,2.431e-4,2.001e-4,1.99e-4,1.191e-4,1.861e-4,3.483e-4,2.783e-4,0.9904198,3.299e-4,2.855e-4,3.489e-4,4.407e-4,3.128e-4,1.136e-4,1.032e-4,1.602e-4,1.723e-4,9.27e-5,2.026e-4,1.141e-4,1.649e-4,4.64e-5,2.685e-4,2.116e-4,5.82e-5,1.052e-4,3.086e-4,1.439e-4,2.81e-4,4.301e-4,4.601e-4,3.065e-4,3.904e-4,2.517e-4,3.968e-4,1.633e-4,4.742e-4,2.809e-4,5.229e-4,2.261e-4,0.0033466,7.074e-4,0.0132248,6.643e-4,0.001053,9.545e-4,7.074e-4
484,0.0386497,0.0135253,0.0096964,0.022631,0.0067,0.0090746,0.0234545,0.0354086,0.0451214,0.0554417,0.0304604,0.0231829,0.0073638,0.0286944,0.0314492,0.0141178,0.0329669,0.0154404,0.0559537,0.0275954,0.0165441,0.0344307,0.0188142,0.0198481,0.0161502,0.0228959,0.0091511,0.0118737,0.0087655,0.0054182,0.00941,0.0196883,0.0117135,0.0153265,1.0465107,0.0080486,0.0061261,0.0869686,0.0137086,0.0038883,0.0027371,0.0045154,0.0049312,0.0017838,0.0034673,0.0015965,0.0030065,9.611e-4,0.0060868,0.0058265,0.00165,0.002805,0.0051317,0.0028456,0.0055607,0.0451458,0.0061042,0.0048789,0.0069816,0.005484,0.0094852,0.0042239,0.0091221,0.0057794,0.0099677,0.0066239,0.0146749,0.0045773,0.0159,0.0092828,0.015212,0.0206912,0.0045773
485,0.0010206,6.602e-4,0.001089,0.0013689,0.0020333,0.0028665,0.0017874,0.0022113,0.0024632,0.0026833,0.0022584,0.0016181,5.069e-4,0.0015275,0.0018326,9.442e-4,0.0023871,0.0015027,0.0015363,0.001338,0.0014191,0.0022711,0.0025445,9.297e-4,8.918e-4,0.0020354,0.0024693,0.0021483,0.0017583,0.0013213,0.0019022,0.0012145,0.0052694,0.0023815,0.0014836,0.9248532,0.0011878,0.0021335,0.0012318,0.0020153,0.0032641,0.0030153,0.0039602,0.0050994,0.0058879,0.0022495,0.0056893000000000004,3.894e-4,0.009005,0.0048809,0.0030153,0.0062708,0.0035839,0.0023401,0.004698,0.0045986,0.0054067,0.0044611,0.0071601,0.0051113,0.0031247,0.0168636,0.0034094,0.0018149,0.0038458,0.0024474,0.0010712,0.0012219,0.0010781,0.0085787,0.0050225,0.0050952,0.0012219
486,0.0026451,7.386e-4,0.0253765,0.0024564,8.009e-4,0.0256162,0.0016032,0.0014839,0.0020868,0.0024065,0.0014392,0.0010565,3.852e-4,0.0014199,0.0011541,7.067e-4,0.0013262,9.654e-4,0.0017771,0.0020878,8.685e-4,0.0022819,0.0016552,0.0345732,0.0038129,0.0021857,7.55e-4,9.179e-4,0.001882,8.55e-4,8.296e-4,0.0055722,0.0021146,0.0049036,0.0039974,0.0038206,1.0013573,0.0038217,0.0015749,3.611e-4,4.208e-4,6.924e-4,6.313e-4,5.403e-4,8.569e-4,2.575e-4,9.768e-4,1.801e-4,0.0019809,8.055e-4,2.98e-4,3.945e-4,5.727e-4,5.833e-4,8.15e-4,0.001921,0.0015498,0.00074489999999999995,0.0012285,0.0010504,7.854e-4,7.413e-4,0.0057247,0.0011367,0.0012781,9.052e-4,0.001238,5.209e-4,0.0062473,0.0025408,0.0277213,0.0020113,5.209e-4
487OS,0.0115655,0.0060271,0.0050601,0.0126216,0.0039942,0.0143936,0.008499,0.0185476,0.0193242,0.0167229,0.0104674,0.0090793,0.0035977,0.010585,0.0136791,0.0058582,0.0142322,0.0069798,0.0152471,0.0115092,0.0078008,0.0162651,0.0118911,0.0072565,0.0070574,0.0119424,0.0346816,0.0128049,0.0107069,0.0049135,0.0180317,0.1068946,0.0190932,0.0786255,0.1356637,0.020045,0.0186659,1.0057776,0.039611,0.0050059,0.0075197,0.0040426,0.0103336,0.0031526,0.0102905,0.001562,0.0073481,6e-4,0.0050131,0.0170224,0.0031917,0.0042723,0.0065316,0.0040706,0.006669,0.0208349,0.0044465,0.0056648,0.0089679,0.005002,0.0089748,0.0068616,0.0094547,0.0036635,0.0067367,0.0050722,0.0060156,0.0039821,0.0164857,0.0050745,0.0160602,0.0098633,0.0039821
493,0.0073944,0.0018216,0.00222,0.0046524,0.0016536,0.0028719,0.0052129,0.0170737,0.0197357,0.0068676,0.0062373,0.0056919,0.0030914,0.0059283,0.0076649,0.003445,0.0091219,0.0064845,0.0109439,0.0318673,0.0158098,0.0247519,0.0180404,0.0031200999999999998,0.0062621,0.0193668,0.0181419,0.0352384,0.0294296,0.0171224,0.0278951,0.0028696,0.0027082,0.0192544,0.017179,0.0056938,0.0081895,0.0072618,1.0389541,0.0025725,0.0026522,0.0026295,0.0040759,8.987e-4,0.0016756,8.254e-4,0.0014299,3.191e-4,0.0033902,0.0048828,0.0012949,0.0018569,0.0027074,0.0015989,0.0097115,0.005889,0.002703,0.0027826,0.0046436,0.0029063,0.0033892,0.0028712,0.0030899,0.0022928,0.0048238,0.0030274,0.0029983,0.0041185,0.0016892,0.0055842,0.0042885,0.0074393,0.0041185
511,0.0018141,9.143e-4,0.0018266,0.0020587,0.0017455,0.0037253,0.0031333,0.0034258,0.0033249,0.0037784,0.0034473,0.002715,0.0010264,0.00271,0.0027353,0.0026372,0.0036446,0.0023794,0.0023644,0.0022181,0.0019934,0.003321,0.003192,0.0015348,0.0013021,0.0023433,0.0047587,0.0070668,0.0029553,0.002793,0.0044083,0.0025351,0.0031751,0.0037478,0.0022096,0.0033935,0.0022379,0.0037987,0.0023248,1.0193995,0.0023095,0.0040388,0.1199932,0.0045807,0.0081304,0.0028109,0.0082273,4.417e-4,0.0044953,0.0042245,0.0059656,0.0161026,0.0154185,0.0035654,0.0094466,0.004984,0.0074989,0.0031106,0.0064276,0.0029795999999999998,0.0050898,0.0034425,0.0042418,0.0026489,0.0041859,0.0042776,0.0033756,0.0071889,0.0021417,0.0087165,0.0064417,0.0057186,0.0071889
512,5.715e-4,3.05e-4,6.91e-4,7.348e-4,6.693e-4,8.528e-4,8.89e-4,7.95e-4,9.632e-4,0.0010176,9.157e-4,7.3e-4,3.085e-4,7.348e-4,8.102e-4,5.461e-4,9.217e-4,6.71e-4,7.508e-4,6.961e-4,6.595e-4,8.577e-4,9.348e-4,5.96e-4,4.21e-4,7.447e-4,0.0012697,0.0034652,0.0023695,5.955e-4,0.0011803,0.0015698,7.165e-4,0.0013449,9.344e-4,0.0013059,0.0031075,0.0010698,5.371e-4,0.0020946,1.2506397,0.0821022,0.0031022,0.0013958,0.0023892,9.221e-4,0.0022131,1.369e-4,0.0022821,0.0015793,0.001164,0.0012923,0.0061671,0.0019164,0.0018937,0.0014954,0.0032793,0.0011983,0.0015672,0.0058533,0.0091831,0.004928,0.001992,0.0047114,0.0068474,0.0018053,0.001897,0.0055414,0.0017018,0.0027592,0.0014304,0.0017266,0.0055414
513,0.0053602,0.0028963,0.005724,0.0062848,0.0060503,0.0078962,0.0088093,0.0076469,0.0095786,0.0096089,0.0089778,0.0067621,0.0026065,0.0068637,0.0071709,0.0053555,0.0088896,0.0064636,0.0068171,0.0064696,0.0059761,0.0080323,0.0094428,0.0048813,0.0037068,0.0069341,0.0113116,0.0137777,0.008311,0.0051328,0.0112395,0.0111098,0.0064414,0.0108075,0.0088968,0.0136357,0.0226394,0.0098302,0.0047454,0.0156717,0.0186946,1.1142052,0.035159,0.013728,0.021307,0.00944,0.0213445,0.0012837,0.0212474,0.011771,0.0125113,0.0106378,0.0531922,0.0100608,0.0185474,0.015504,0.016363,0.0096845,0.0144559,0.0112249,0.0080725,0.0109413,0.0140876,0.0218888,0.0134698,0.0124083,0.0182206,0.0151838,0.0121292,0.0294572,0.0137416,0.0178824,0.0151838
514,0.0067671,0.0036482,0.0075421,0.0094301,0.0076769,0.0181841,0.0127304,0.0178573,0.0199915,0.018616,0.0175284,0.0139252,0.0040688,0.0144157,0.0124852,0.0111878,0.0204833,0.0125045,0.0112804,0.0115509,0.0097865,0.0186288,0.0148527,0.0064587,0.0058464,0.01183,0.0156733,0.0343742,0.0162462,0.0109073,0.0229226,0.0114803,0.0101808,0.0173876,0.0094022,0.016259,0.0128288,0.0122812,0.0079831,0.0789468,0.0113134,0.0186546,0.9464964,0.0264089,0.0327727,0.0116221,0.0399615,0.0022752,0.0197708,0.0166272,0.0183656,0.022515,0.106695,0.0165923,0.0464252,0.0273521,0.0260924,0.0108061,0.0204491,0.0127326,0.012757,0.0182498,0.0211269,0.0126076,0.0253928,0.0220985,0.019594,0.0246147,0.0118894,0.0291024,0.0298754,0.023124,0.0246147
521CI,0.0269739,0.0153777,0.0231458,0.0306458,0.0282375,0.0247002,0.0204401,0.0244812,0.0250393,0.0295386,0.0245311,0.0211614,0.0166224,0.0265356,0.0291155,0.0137742,0.028991,0.0265354,0.0244521,0.0234281,0.0467244,0.0255679,0.0237843,0.0187714,0.0172282,0.0247973,0.0319576,0.0259856,0.0236546,0.0213499,0.0238068,0.0285348,0.0905672,0.0475344,0.0258487,0.0572732,0.0487617,0.0247509,0.0128039,0.0236702,0.0318214,0.0378029,0.0260422,1.0494654,0.1620417,0.0093363,0.1204392,0.0515283,0.0751062,0.133189,0.0138702,0.0146156,0.0220122,0.0596637,0.0205127,0.0239393,0.0179325,0.0181834,0.023605,0.0207458,0.0171468,0.0217316,0.0300612,0.0291456,0.0345072,0.0273758,0.0094704,0.043095,0.0206052,0.0195365,0.0315548,0.0226937,0.043095
523,0.0059571,0.0025998,0.0117914,0.0368301,0.0901575,0.0096993,0.0067009,0.0055386,0.0089016,0.0222849,0.0170256,0.0129571,0.0033068,0.0129917,0.0137031,0.0062967,0.0169087,0.0110002,0.0061566,0.0054093,0.0073916,0.0063485,0.0052896,0.0082965,0.0042274,0.0059238,0.0081587,0.0051889,0.0058374,0.0048492,0.0056918,0.0187709,0.0167372,0.02698,0.0081585,0.0422617,0.0110934,0.0141784,0.0041811,0.0041244,0.0107322,0.0063507,0.004707,0.0811721,1.0535735,0.0167485,0.6417911,0.0044262,0.0184171,0.0237298,0.0043959,0.0043119,0.0054044,0.0275598,0.0063024,0.0066917,0.0051487,0.0066351,0.0193361,0.0078249,0.0150557,0.0134489,0.0098858,0.0058778,0.0257732,0.0097686,0.0030329,0.0052301,0.0049732,0.0047459,0.0238277,0.0096929,0.0052301
524,0.0321832,0.016148,0.0275566,0.0279275,0.0363605,0.0296537,0.0151984,0.0219195,0.0325014,0.0282309,0.0232594,0.0215704,0.0068928,0.0286009,0.0336561,0.0153017,0.0282879,0.0166395,0.0308077,0.0259325,0.0207665,0.0231886,0.0172292,0.0212213,0.0155221,0.0220671,0.0454011,0.0345666,0.0262435,0.0197731,0.0279858,0.0224506,0.0160756,0.0577381,0.0842376,0.2282003,0.0226802,0.0425716,0.0373016,0.0099621,0.0263817,0.0186968,0.014166,0.0209816,0.0551409,1.5872827,0.1137264,0.0104206,0.090546,0.0600146,0.0192768,0.0153183,0.0193431,0.0166735,0.0258314,0.0339345,0.0234186,0.0328606,0.0435683,0.0437977,0.0684099,0.0431543,0.04539,0.0190271,0.0334639,0.0224381,0.0095112,0.0120683,0.1219742,0.0143331,0.0719899,0.0209621,0.0120683
525,1.54e-4,1.015e-4,1.399e-4,1.402e-4,1.757e-4,1.433e-4,7.52e-5,1.085e-4,1.568e-4,1.733e-4,1.215e-4,1.103e-4,3.48e-5,1.437e-4,1.661e-4,7.58e-5,1.376e-4,8.3e-5,1.499e-4,1.26e-4,1.012e-4,1.165e-4,8.39e-5,1.064e-4,7.61e-5,1.072e-4,2.179e-4,1.629e-4,1.251e-4,9.68e-5,1.343e-4,1.08e-4,7.71e-5,2.729e-4,3.942e-4,0.0010585,1.073e-4,2.048e-4,1.755e-4,4.85e-5,1.245e-4,8.95e-5,7e-5,9.91e-5,2.6e-4,0.0073409,1.0438785,4.86e-5,4.275e-4,2.839e-4,9.12e-5,7.29e-5,9.26e-5,1.859e-4,1.253e-4,2.372e-4,2.666e-4,1.78e-4,3.45e-4,2.076e-4,3.259e-4,2.135e-4,2.23e-4,9.44e-5,1.647e-4,1.202e-4,4.62e-5,5.79e-5,5.66e-4,7.643e-4,3.379e-4,3.977e-4,5.79e-5
HS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9968701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,0.029091,0.0092864,0.0292281,0.0293286,0.0263846,0.0291437,0.0414466,0.0318211,0.0347419,0.0365455,0.0447596,0.0296627,0.0101226,0.0339688,0.0340421,0.0180077,0.0473956,0.0276569,0.0364948,0.0377994,0.0291634,0.0427318,0.0573366,0.0232574,0.018463,0.0389307,0.0755927,0.1002209,0.13664,0.0902922,0.1350863,0.0264872,0.0246028,0.0613923,0.0543913,0.0692791,0.0272075,0.0460689,0.085569,0.041045,0.0562506,0.0819375,0.0488693,0.0466359,0.0996139,0.047527,0.0751441,0.0076717,1.1328999,0.0653494,0.064938,0.0310228,0.0720742,0.0919001,0.0532002,0.0589562,0.0989137,0.0719265,0.1073246,0.1511552,0.0830421,0.104934,0.1338457,0.0513708,0.0998195,0.132475,0.0209789,0.0400471,0.0250268,0.0271077,0.0408408,0.0377059,0.0400471
532RL,0.0175666,0.0061138,0.0227528,0.0372514,0.031225,0.011016,0.0246526,0.014499,0.0234134,0.0229396,0.0199544,0.0164772,0.0060443,0.0183796,0.0310736,0.0114083,0.0163449,0.014722,0.0213062,0.0148114,0.1077046,0.0226591,0.0166194,0.0176274,0.0147635,0.0178223,0.0251654,0.01067,0.0120862,0.0219583,0.0145899,0.0619663,0.0999449,0.1605264,0.0668857,0.0203256,0.0062482,0.0188239,0.0114177,0.0119539,0.0118959,0.0198104,0.0304506,0.0093069,0.0249461,0.0063945,0.0180477,0.0034263,0.0140002,0.9643404,0.0093816,0.0113461,0.0169989,0.0512969,0.0166938,0.0301482,0.0111183,0.012209,0.0119588,0.0093919,0.0092613,0.0224947,0.0210349,0.0130414,0.0365233,0.0095729,0.0088302,0.0061914,0.0098973,0.0113973,0.0167203,0.0177139,0.0061914
5411,0.0057929,0.0029916,0.0074764,0.0115758,0.0071922,0.0121716,0.0097835,0.0102804,0.0099534,0.0122359,0.0122846,0.0084133,0.0032616,0.0076845,0.0099848,0.0056509,0.0111508,0.0109495,0.0075715,0.0086034,0.008574,0.0118848,0.0106595,0.0059,0.0048807,0.0103545,0.0136596,0.0077015,0.0071456,0.0057998,0.0092442,0.0050048,0.0159736,0.0107072,0.0058701,0.0109269,0.0052986,0.0062383,0.0057384,0.0134373,0.0119282,0.0094874,0.0167775,0.0106395,0.0278753,0.0196228,0.0303059,0.0019799,0.0155683,0.0085407,1.0098723,0.0093492,0.0202416,0.0207068,0.0117849,0.0100416,0.0071819,0.0087997,0.0225075,0.011664,0.0081038,0.019181900000000002,0.0187413,0.0061188,0.009186,0.0124244,0.0046838,0.0039967,0.0047284,0.0114119,0.013205,0.0113659,0.0039967
