hts10,cty_code,usmca_share
2931510000,2010,0
2931520000,1220,0
2931520000,2010,0
2931530000,1220,0
2931530000,2010,0
2931540000,1220,0
2931540000,2010,0
2931590010,1220,1
2931590010,2010,0
2931590015,1220,0
2931590015,2010,0
2931590020,1220,0
2931590020,2010,0
2931590025,1220,0
2931590025,2010,0
2931590030,1220,0
2931590030,2010,0
2931590035,1220,0
2931590035,2010,0
2931590060,1220,1
2931590060,2010,0
2931590080,1220,0.6280512238
2931590080,2010,0
2931900500,1220,0
2931900500,2010,0
2931901000,1220,0
2931901000,2010,0
2931901500,1220,0
2931901500,2010,1
2931902200,1220,0
2931902200,2010,0
2931902600,1220,0
2931902600,2010,0
2931903000,1220,0.1235003529
2931903000,2010,1
2931906000,1220,0.7078997162
2931906000,2010,0
2931907000,1220,0
2931907000,2010,0
2931909010,1220,0.9812713519
2931909010,2010,1
2931909021,1220,0
2931909021,2010,0
2931909025,1220,0
2931909025,2010,0
2931909029,1220,1
2931909029,2010,0
2931909030,1220,0
2931909030,2010,0
2931909035,1220,0
2931909035,2010,0
2931909040,1220,0
2931909040,2010,0
2931909052,1220,0.9554219199
2931909052,2010,0
2932110000,1220,0
2932110000,2010,0
2932120000,1220,1
2932120000,2010,0
2932130000,1220,0
2932130000,2010,0
2932140000,1220,0
2932140000,2010,1
2932191000,1220,0
2932191000,2010,0
2932195100,1220,0.9863496501
2932195100,2010,0.3893495113
2932200500,1220,0.7717481289
2932200500,2010,0
2932201000,1220,0
2932201000,2010,0
2932202000,1220,1
2932202000,2010,0
2932202500,1220,0
2932202500,2010,0
2932203000,1220,0.8230504313
2932203000,2010,0
2932204500,1220,0
2932204500,2010,0.6292032372
2932205010,1220,0
2932205010,2010,0
2932205020,1220,0
2932205020,2010,0
2932205030,1220,1
2932205030,2010,0
2932205050,1220,0.4438904837
2932205050,2010,0.5685680864
2932910000,1220,0
2932910000,2010,0
2932920000,1220,0
2932920000,2010,0
2932930000,1220,0
2932930000,2010,0
2932940000,1220,0
2932940000,2010,0
2932950000,1220,0
2932950000,2010,0
2932960000,1220,0
2932960000,2010,0
2932990400,1220,0.707099334
2932990400,2010,0
2932990800,1220,1
2932990800,2010,0
2932992100,1220,0
2932992100,2010,1
2932993200,1220,0
2932993200,2010,0
2932993500,1220,0
2932993500,2010,0
2932993900,1220,0
2932993900,2010,0
2932995500,1220,0
2932995500,2010,0
2932996100,1220,0.7027124844
2932996100,2010,1
2932997000,1220,0
2932997000,2010,1
2932999010,1220,1
2932999010,2010,0
2932999090,1220,0.5072604383
2932999090,2010,0.9895131106
2933110000,1220,0
2933110000,2010,0
2933190400,1220,0
2933190400,2010,0
2933190800,1220,1
2933190800,2010,0
2933191500,1220,0
2933191500,2010,0
2933191800,1220,0
2933191800,2010,0
2933192300,1220,1
2933192300,2010,0
2933193010,1220,0
2933193010,2010,0
2933193095,1220,0
2933193095,2010,0
2933193500,1220,0
2933193500,2010,0
2933193700,1220,0
2933193700,2010,0
2933194300,1220,0
2933194300,2010,0
2933194500,1220,0
2933194500,2010,0
2933197000,1220,0
2933197000,2010,0
2933199000,1220,1
2933199000,2010,0
2933210000,1220,0
2933210000,2010,0
2933290500,1220,0
2933290500,2010,0
2933291000,1220,0
2933291000,2010,0
2933292000,1220,0
2933292000,2010,0
2933293500,1220,1
2933293500,2010,0
2933294300,1220,0
2933294300,2010,0
2933294500,1220,0
2933294500,2010,0
2933296000,1220,0
2933296000,2010,0.5926255466
2933299000,1220,0.7191547536
2933299000,2010,0.2458483755
2933310000,1220,0.1631845716
2933310000,2010,0
2933321000,1220,0
2933321000,2010,0
2933325000,1220,1
2933325000,2010,0
2933330100,1220,0
2933330100,2010,0
2933340000,1220,0
2933340000,2010,0
2933350000,1220,0
2933350000,2010,0
2933360000,1220,0
2933360000,2010,0
2933370000,1220,0
2933370000,2010,0
2933390800,1220,0
2933390800,2010,0
2933391000,1220,0
2933391000,2010,0
2933391500,1220,0
2933391500,2010,0
2933392000,1220,1
2933392000,2010,0
2933392100,1220,0
2933392100,2010,0
2933392300,1220,0
2933392300,2010,0
2933392500,1220,1
2933392500,2010,0
2933392700,1220,0
2933392700,2010,0
2933393100,1220,0
2933393100,2010,0
2933394100,1220,0.04065723494
2933394100,2010,0
2933396110,1220,0
2933396110,2010,0
2933396120,1220,0
2933396120,2010,0
2933396130,1220,0
2933396130,2010,0
2933396191,1220,0.3477285307
2933396191,2010,1
2933399200,1220,0.6187073196
2933399200,2010,0
2933410000,1220,0
2933410000,2010,0
2933490800,1220,0
2933490800,2010,0
2933491000,1220,0
2933491000,2010,0
2933491500,1220,0
2933491500,2010,0
2933491700,1220,0
2933491700,2010,0
2933492000,1220,1
2933492000,2010,0
2933492600,1220,1
2933492600,2010,0
2933493000,1220,0
2933493000,2010,0
2933496000,1220,0.09209957847
2933496000,2010,0
2933497000,1220,0.08604109137
2933497000,2010,0
2933521000,1220,0
2933521000,2010,0
2933529000,1220,0
2933529000,2010,0
2933530000,1220,0
2933530000,2010,0
2933540000,1220,0
2933540000,2010,0
2933550000,1220,0
2933550000,2010,0
2933591000,1220,0
2933591000,2010,0
2933591500,1220,0
2933591500,2010,0
2933591800,1220,0
2933591800,2010,0
2933592100,1220,0
2933592100,2010,0
2933592200,1220,0
2933592200,2010,0
2933593600,1220,0
2933593600,2010,0
2933594600,1220,1
2933594600,2010,0
2933595300,1220,0.6005460793
2933595300,2010,0
2933595900,1220,0
2933595900,2010,0
2933597000,1220,0.5457148207
2933597000,2010,0
2933598000,1220,0.1903437266
2933598000,2010,0
2933598500,1220,1
2933598500,2010,0
2933599500,1220,0.4054545215
2933599500,2010,0
2933610000,1220,1
2933610000,2010,0
2933692000,1220,0.7980171556
2933692000,2010,0
2933695000,1220,0
2933695000,2010,0
2933696010,1220,1
2933696010,2010,0
2933696015,1220,0.8805760385
2933696015,2010,1
2933696021,1220,0
2933696021,2010,0
2933696030,1220,0
2933696030,2010,0
2933696050,1220,0.7223727837
2933696050,2010,1
2933710000,1220,0
2933710000,2010,0
2933720000,1220,0
2933720000,2010,0
2933790400,1220,0
2933790400,2010,0
2933790800,1220,0.2230979978
2933790800,2010,0
2933791500,1220,0
2933791500,2010,0
2933792000,1220,1
2933792000,2010,0
2933793000,1220,0
2933793000,2010,0
2933794000,1220,0
2933794000,2010,0
2933798500,1220,0.1628714367
2933798500,2010,0
2933910000,1220,0
2933910000,2010,0
2933920000,1220,0
2933920000,2010,0
2933990100,1220,0
2933990100,2010,0
2933990200,1220,0
2933990200,2010,0
2933990500,1220,0
2933990500,2010,0
2933990600,1220,0
2933990600,2010,0
2933990800,1220,0
2933990800,2010,0
2933991100,1220,0
2933991100,2010,0
2933991200,1220,0
2933991200,2010,0
2933991400,1220,0
2933991400,2010,0
2933991600,1220,0
2933991600,2010,0
2933991701,1220,0
2933991701,2010,1
2933992200,1220,1
2933992200,2010,0
2933992400,1220,0
2933992400,2010,0
2933992600,1220,0
2933992600,2010,0
2933994200,1220,0
2933994200,2010,0
2933994600,1220,0
2933994600,2010,0.5527181808
2933995100,1220,0
2933995100,2010,0
2933995300,1220,0
2933995300,2010,0
2933995510,1220,0
2933995510,2010,0
2933995520,1220,0
2933995520,2010,0
2933995530,1220,0
2933995530,2010,0
2933995590,1220,0
2933995590,2010,0
2933995800,1220,0
2933995800,2010,0
2933996100,1220,0
2933996100,2010,0
2933996500,1220,0
2933996500,2010,0
2933997000,1220,0
2933997000,2010,0
2933997500,1220,0
2933997500,2010,0
2933997900,1220,0.3969980048
2933997900,2010,0.7391658722
2933998210,1220,0
2933998210,2010,0
2933998220,1220,0.8254860198
2933998220,2010,0
2933998290,1220,0.8408825349
2933998290,2010,0.9886666733
2933998500,1220,0
2933998500,2010,0
2933998900,1220,0
2933998900,2010,0
2933999000,1220,0
2933999000,2010,0
2933999701,1220,0.1272695993
2933999701,2010,0.7797715007
2934101000,1220,0.09282429403
2934101000,2010,0
2934102000,1220,0.635122261
2934102000,2010,0
2934107000,1220,0
2934107000,2010,0.4772619575
2934109000,1220,1
2934109000,2010,1
2934200500,1220,0
2934200500,2010,0
2934201000,1220,0
2934201000,2010,0
2934201500,1220,0
2934201500,2010,0
2934202000,1220,0
2934202000,2010,0
2934202500,1220,0
2934202500,2010,0
2934203000,1220,0
2934203000,2010,0
2934203500,1220,0
2934203500,2010,0
2934204000,1220,0
2934204000,2010,0
2934208000,1220,0.4217754495
2934208000,2010,0
2934301200,1220,0
2934301200,2010,0
2934301800,1220,0
2934301800,2010,0
2934302300,1220,0
2934302300,2010,0
2934302700,1220,0
2934302700,2010,0
2934304300,1220,1
2934304300,2010,0
2934305000,1220,0.6267494824
2934305000,2010,0
2934910000,1220,0
2934910000,2010,0
2934920000,1220,0
2934920000,2010,0
2934990100,1220,0
2934990100,2010,0
2934990300,1220,0
2934990300,2010,0
2934990500,1220,1
2934990500,2010,0
2934990600,1220,0
2934990600,2010,0
2934990700,1220,0
2934990700,2010,0
2934990800,1220,0
2934990800,2010,0
2934990900,1220,0
2934990900,2010,0.4450410675
2934991100,1220,0
2934991100,2010,0
2934991200,1220,0
2934991200,2010,0
2934991500,1220,0
2934991500,2010,0
2934991600,1220,0
2934991600,2010,0
2934991800,1220,1
2934991800,2010,0
2934992000,1220,0
2934992000,2010,0
2934993000,1220,0.9774476201
2934993000,2010,0.7682591823
2934993900,1220,0.2675533737
2934993900,2010,0
2934994400,1220,0.3495270526
2934994400,2010,0
2934994700,1220,0.2588264545
2934994700,2010,0.1627741627
2934997000,1220,0
2934997000,2010,0
2934999001,1220,0.6220288577
2934999001,2010,0.0180261592
2935100000,1220,0
2935100000,2010,0
2935200000,1220,0
2935200000,2010,0
2935300000,1220,0
2935300000,2010,0
2935400000,1220,0
2935400000,2010,0
2935500000,1220,0
2935500000,2010,0
2935900600,1220,0
2935900600,2010,0
2935901000,1220,0
2935901000,2010,0
2935901300,1220,0
2935901300,2010,0
2935901500,1220,0
2935901500,2010,0
2935902000,1220,0
2935902000,2010,0
2935902900,1220,0
2935902900,2010,0
2935903000,1220,0
2935903000,2010,0
2935903200,1220,0
2935903200,2010,0
2935903300,1220,0
2935903300,2010,0
2935904200,1220,0
2935904200,2010,0
2935904800,1220,0
2935904800,2010,0
2935906000,1220,0.1161223843
2935906000,2010,0
2935907500,1220,0.8711255318
2935907500,2010,0
2935909500,1220,0.8393464262
2935909500,2010,1
2936210000,1220,0.2255812849
2936210000,2010,0
2936220000,1220,0.3413181085
2936220000,2010,0
2936230000,1220,0
2936230000,2010,0
2936240100,1220,0
2936240100,2010,0
2936250000,1220,0
2936250000,2010,0
2936260000,1220,0.1874478732
2936260000,2010,0.1666666667
2936270000,1220,0.3569098514
2936270000,2010,0.5511960895
2936280000,1220,0.1811852947
2936280000,2010,0
2936291000,1220,1
2936291000,2010,0
2936291610,1220,0
2936291610,2010,0
2936291620,1220,0
2936291620,2010,0
2936291630,1220,0
2936291630,2010,0
2936292000,1220,0.5374520493
2936292000,2010,0
2936295020,1220,0.8277897368
2936295020,2010,0
2936295030,1220,0
2936295030,2010,0
2936295050,1220,0.5173761083
2936295050,2010,0
2936900110,1220,0.3849096377
2936900110,2010,0.2451159588
2936900150,1220,0.3558617255
2936900150,2010,0.4084461852
2937110000,1220,0
2937110000,2010,0
2937120000,1220,1
2937120000,2010,0
2937190000,1220,0.5418690985
2937190000,2010,0
2937210010,1220,0
2937210010,2010,0
2937210020,1220,0.4555344831
2937210020,2010,0
2937210030,1220,0
2937210030,2010,0
2937210040,1220,0
2937210040,2010,0
2937220000,1220,0.3954163484
2937220000,2010,0
2937231010,1220,0
2937231010,2010,0
2937231020,1220,0
2937231020,2010,0
2937231050,1220,0
2937231050,2010,0
2937232500,1220,0
2937232500,2010,0
2937235010,1220,0
2937235010,2010,0
2937235020,1220,0
2937235020,2010,0
2937235050,1220,0.05450306033
2937235050,2010,0.5787955266
2937291000,1220,0
2937291000,2010,0
2937299020,1220,0
2937299020,2010,0
2937299030,1220,0
2937299030,2010,0
2937299040,1220,0
2937299040,2010,0
2937299050,1220,0
2937299050,2010,0.4459090006
2937299095,1220,0.09608863288
2937299095,2010,0
2937500000,1220,0.001735239731
2937500000,2010,0
2937900500,1220,0
2937900500,2010,0
2937901000,1220,0
2937901000,2010,0
2937902000,1220,0
2937902000,2010,0
2937904000,1220,0
2937904000,2010,0
2937904500,1220,0
2937904500,2010,0
2937909000,1220,0.08716123364
2937909000,2010,0
2938100000,1220,0
2938100000,2010,0
2938900000,1220,0.9240059059
2938900000,2010,0.471382538
2939110000,1220,0
2939110000,2010,0
2939191000,1220,0
2939191000,2010,0
2939192000,1220,0.496460183
2939192000,2010,0
2939195000,1220,0.5723684211
2939195000,2010,0
2939200010,1220,0
2939200010,2010,0
2939200050,1220,0
2939200050,2010,0
2939300000,1220,0.7996366863
2939300000,2010,0.3551983067
2939410000,1220,0
2939410000,2010,0
2939420000,1220,0
2939420000,2010,0
2939430000,1220,0
2939430000,2010,0
2939440000,1220,0
2939440000,2010,0
2939450000,1220,0
2939450000,2010,0
2939490300,1220,0
2939490300,2010,0
2939510000,1220,0
2939510000,2010,0
2939590000,1220,0
2939590000,2010,0
2939610000,1220,0
2939610000,2010,0
2939620000,1220,0
2939620000,2010,0
2939630000,1220,0
2939630000,2010,0
2939690000,1220,0.5036268005
2939690000,2010,0
2939720000,1220,0
2939720000,2010,0
2939790000,1220,0.0381808174
2939790000,2010,0
2939800010,1220,0
2939800010,2010,0
2939800050,1220,0.6350605224
2939800050,2010,0
2940002000,1220,1
2940002000,2010,0
2940006000,1220,0.9991216436
2940006000,2010,1
2941101000,1220,0
2941101000,2010,0
2941102000,1220,0
2941102000,2010,0.7969171461
2941103000,1220,0
2941103000,2010,0
2941105000,1220,0
2941105000,2010,0
2941201000,1220,0
2941201000,2010,0
2941205000,1220,0
2941205000,2010,0
2941300000,1220,0.007003399017
2941300000,2010,0
2941400000,1220,0
2941400000,2010,0
2941500000,1220,0
2941500000,2010,0
2941901010,1220,0
2941901010,2010,0
2941901050,1220,0
2941901050,2010,0
2941903000,1220,0.6907701429
2941903000,2010,0
2941905000,1220,0.4627709526
2941905000,2010,0
2942000300,1220,0
2942000300,2010,0
2942000500,1220,0
2942000500,2010,0
2942001000,1220,0
2942001000,2010,0
2942003500,1220,1
2942003500,2010,0
2942005000,1220,0.9568737668
2942005000,2010,0
3001200000,1220,0
3001200000,2010,0
3001900110,1220,0
3001900110,2010,0
3001900150,1220,0
3001900150,2010,0
3001900190,1220,0.4904636372
3001900190,2010,0.5739077545
3002120010,1220,0.4068627953
3002120010,2010,0
3002120020,1220,0
3002120020,2010,0
3002120030,1220,0
3002120030,2010,0
3002120040,1220,0.2784176382
3002120040,2010,0.429521008
3002120090,1220,0.4003728463
3002120090,2010,0.2096248878
3002130010,1220,0.8249617528
3002130010,2010,0
3002130090,1220,0
3002130090,2010,0
3002140010,1220,0.8412415434
3002140010,2010,0.6982695336
3002140090,1220,0.1274571457
3002140090,2010,0
3002150011,1220,0.2475924571
3002150011,2010,0
3002150091,1220,0.2221315887
3002150091,2010,0
3002410000,1220,0.6019122167
3002410000,2010,0
3002420000,1220,0.6377378304
3002420000,2010,0
3002490010,1220,0.2894868404
3002490010,2010,0
3002490050,1220,0.140839842
3002490050,2010,0.4609605725
3002510000,1220,0
3002510000,2010,0
3002590000,1220,0.2746962488
3002590000,2010,0
3002901000,1220,0.4412133248
3002901000,2010,0
3002905210,1220,0
3002905210,2010,0
3002905220,1220,0
3002905220,2010,0
3002905250,1220,0.3559447068
3002905250,2010,0.5638006519
3003100000,1220,0
3003100000,2010,0
3003200000,1220,0.5801183211
3003200000,2010,0
3003310000,1220,0
3003310000,2010,0
3003391000,1220,0
3003391000,2010,0
3003395000,1220,0
3003395000,2010,0
3003410000,1220,0
3003410000,2010,0
3003420000,1220,0
3003420000,2010,0
3003430000,1220,0
3003430000,2010,0
3003490000,1220,0
3003490000,2010,0
3003600000,1220,0
3003600000,2010,0
3003900120,1220,0
3003900120,2010,0
3003900140,1220,0
3003900140,2010,0
3003900160,1220,0
3003900160,2010,0
3003900180,1220,0
3003900180,2010,0
3003900190,1220,0.4661026474
3003900190,2010,1
3004101010,1220,0
3004101010,2010,0
3004101020,1220,0
3004101020,2010,0
3004101045,1220,0
3004101045,2010,0
3004105010,1220,0
3004105010,2010,0
3004105045,1220,0
3004105045,2010,0
3004105055,1220,0.4724642107
3004105055,2010,0
3004105065,1220,0.5089358534
3004105065,2010,0
3004105075,1220,0
3004105075,2010,0
3004200010,1220,0.4768088398
3004200010,2010,0
3004200020,1220,0.3241499467
3004200020,2010,0
3004200030,1220,0
3004200030,2010,0
3004200045,1220,0
3004200045,2010,0
3004200055,1220,0.3415666491
3004200055,2010,0
3004200065,1220,1
3004200065,2010,0
3004200075,1220,0.3356780517
3004200075,2010,1
3004310000,1220,0
3004310000,2010,0
3004320000,1220,0.4429159084
3004320000,2010,0
3004390010,1220,0.5383155165
3004390010,2010,0
3004390050,1220,0.317019368
3004390050,2010,0
3004410000,1220,0.6669241362
3004410000,2010,0
3004420000,1220,0.6310378958
3004420000,2010,0
3004430000,1220,0
3004430000,2010,0
3004490005,1220,0
3004490005,2010,0
3004490010,1220,0
3004490010,2010,0
3004490020,1220,0
3004490020,2010,0
3004490030,1220,0.5681197659
3004490030,2010,0
3004490040,1220,0.5257184938
3004490040,2010,0.4619705595
3004490050,1220,0.4296857278
3004490050,2010,0
3004490060,1220,0.2339014089
3004490060,2010,0
3004490070,1220,0.7463424524
3004490070,2010,0
3004501000,1220,0
3004501000,2010,0
3004502000,1220,0
3004502000,2010,0
3004503000,1220,0
3004503000,2010,0
3004504000,1220,0.2350462382
3004504000,2010,0
3004505005,1220,0.8475815714
3004505005,2010,0
3004505010,1220,0.4181637411
3004505010,2010,0
3004505020,1220,0.2977727735
3004505020,2010,0
3004505030,1220,0.5137369398
3004505030,2010,0
3004505040,1220,0.2988924401
3004505040,2010,0
3004600000,1220,0.3327249267
3004600000,2010,0
3004901000,1220,0.5438406426
3004901000,2010,0.02021483199
3004909201,1220,0.5300244995
3004909201,2010,0.08220505462
3004909202,1220,0.5257721088
3004909202,2010,0
3004909204,1220,1
3004909204,2010,0
3004909206,1220,0.3604646255
3004909206,2010,1
3004909208,1220,1
3004909208,2010,0
3004909212,1220,0.5136134018
3004909212,2010,0
3004909213,1220,0.5663502494
3004909213,2010,0
3004909214,1220,0.5085968862
3004909214,2010,0.001368873852
3004909215,1220,0.1247598951
3004909215,2010,0
3004909216,1220,0
3004909216,2010,0
3004909217,1220,0
3004909217,2010,0
3004909218,1220,0.2804258845
3004909218,2010,0
3004909219,1220,0
3004909219,2010,0
3004909221,1220,0.2834649989
3004909221,2010,0
3004909222,1220,0
3004909222,2010,0
3004909223,1220,0
3004909223,2010,0
3004909225,1220,1
3004909225,2010,0
3004909227,1220,0.3919179461
3004909227,2010,0
3004909229,1220,0.673786997
3004909229,2010,0.507360244
3004909231,1220,0.04922233084
3004909231,2010,0
3004909232,1220,0.3876992253
3004909232,2010,0
3004909233,1220,0
3004909233,2010,0
3004909234,1220,0.3959323759
3004909234,2010,0.505312732
3004909236,1220,0.2823224853
3004909236,2010,0
3004909237,1220,1
3004909237,2010,0
3004909238,1220,0.36551005
3004909238,2010,0
3004909239,1220,0.1309978151
3004909239,2010,0
3004909240,1220,0.2741325129
3004909240,2010,0
3004909242,1220,0.4983282724
3004909242,2010,0.4066172848
3004909244,1220,0.402052438
3004909244,2010,0.4340170997
3004909250,1220,0.4879926042
3004909250,2010,0
3004909255,1220,0.5565090248
3004909255,2010,0.4782001025
3004909256,1220,0.173425226
3004909256,2010,0
3004909257,1220,0
3004909257,2010,0
3004909259,1220,0.3538625907
3004909259,2010,0
3004909263,1220,0
3004909263,2010,0
3004909266,1220,0.3361088532
3004909266,2010,0
3004909268,1220,0.4556705571
3004909268,2010,0
3004909270,1220,0.2867213533
3004909270,2010,0.4089678256
3004909276,1220,0.5382267571
3004909276,2010,0.5483840563
3004909280,1220,0.3565610332
3004909280,2010,0
3004909284,1220,0.08421559192
3004909284,2010,0
3004909289,1220,0.3309620707
3004909289,2010,0.5541162808
3004909291,1220,0.2897600365
3004909291,2010,0.2700641462
3005101000,1220,0.4915375603
3005101000,2010,0.08755634425
3005105000,1220,0.2618858483
3005105000,2010,0.151566339
3005901000,1220,0.3608142733
3005901000,2010,0.3546082664
3005905010,1220,0
3005905010,2010,0
3005905090,1220,0.3088166142
3005905090,2010,0.3935843324
3006100100,1220,0.5022812919
3006100100,2010,0.4052668818
3006301000,1220,1
3006301000,2010,0
3006305000,1220,0.5375710639
3006305000,2010,0
3006400000,1220,0.416924048
3006400000,2010,0.09610737288
3006500000,1220,0.6221617668
3006500000,2010,0.446468889
3006600000,1220,0.5569272235
3006600000,2010,0
3006700000,1220,0.9994143189
3006700000,2010,0.265979423
3006910000,1220,0
3006910000,2010,0.9929741368
3006920000,1220,0
3006920000,2010,0
3006931000,1220,0.2588277346
3006931000,2010,0
3006932000,1220,0
3006932000,2010,0
3006935000,1220,0.0460773319
3006935000,2010,0
3006936000,1220,0.4414471947
3006936000,2010,0
3006938000,1220,0.7180305983
3006938000,2010,0
3101000000,1220,0.3808589338
3101000000,2010,0.4916925737
3102100010,1220,0.4279441065
3102100010,2010,0.1185480161
3102100030,1220,0.5267407961
3102100030,2010,0.8313642757
3102100050,1220,0.5829025548
3102100050,2010,0.2725046561
3102210000,1220,0.4225961838
3102210000,2010,0
3102290000,1220,0.1235961711
3102290000,2010,0
3102300000,1220,0.459096973
3102300000,2010,0.4183940465
3102400000,1220,0.4430096181
3102400000,2010,0
3102500000,1220,0
3102500000,2010,0.1828876713
3102600000,1220,0.2962588999
3102600000,2010,1
3102800000,1220,0.4105901123
3102800000,2010,0
3102900100,1220,0.3628867092
3102900100,2010,0.6797808184
3103110000,1220,0
3103110000,2010,1
3103190000,1220,0
3103190000,2010,0.5332220989
3103900100,1220,0.1772251722
3103900100,2010,0
3104200010,1220,0.4951210996
3104200010,2010,0
3104200050,1220,0.5562452639
3104200050,2010,0
3104300000,1220,0.5627047798
3104300000,2010,0.859686293
3104900100,1220,0.3719115279
3104900100,2010,0.6116098998
3105100000,1220,0.3880366927
3105100000,2010,0.3827318604
3105200000,1220,0.3378658088
3105200000,2010,0.4617187609
3105300000,1220,0.2804800592
3105300000,2010,0.4248346335
3105400010,1220,0.4305384863
3105400010,2010,0.6511020732
3105400050,1220,0.446733834
3105400050,2010,0
3105510000,1220,0.5916242352
3105510000,2010,0.4170334928
3105590000,1220,0.2995803247
3105590000,2010,0.4328148136
3105600000,1220,0.2743023584
3105600000,2010,0.00389124314
3105900010,1220,0.4451239343
3105900010,2010,0
3105900050,1220,0.3786719902
3105900050,2010,0.4626939679
3201100000,1220,0
3201100000,2010,0
3201200000,1220,0
3201200000,2010,0
3201901000,1220,0
3201901000,2010,0
3201902500,1220,0
3201902500,2010,0
3201905000,1220,0
3201905000,2010,0
3202101000,1220,1
3202101000,2010,1
3202105000,1220,0
3202105000,2010,1
3202901000,1220,0
3202901000,2010,0
3202905000,1220,1
3202905000,2010,1
3203001000,1220,0.6867190833
3203001000,2010,0.6374710712
3203003000,1220,0
3203003000,2010,0
3203008000,1220,0.9900380587
3203008000,2010,0.8247461459
3204111000,1220,0
3204111000,2010,0.1821251257
3204111500,1220,0
3204111500,2010,0
3204111800,1220,0
3204111800,2010,0
3204113500,1220,1
3204113500,2010,0.6242391029
3204115000,1220,0.8780630318
3204115000,2010,0.589371973
3204120500,1220,0
3204120500,2010,0
3204121300,1220,0
3204121300,2010,0
3204121700,1220,0
3204121700,2010,0
3204122000,1220,0.3920937891
3204122000,2010,0.8191926472
3204123000,1220,0
3204123000,2010,0
3204124500,1220,0
3204124500,2010,0.6999208376
3204125010,1220,0.9490606822
3204125010,2010,1
3204125020,1220,0.9213447257
3204125020,2010,0.2370877502
3204125030,1220,1
3204125030,2010,1
3204125090,1220,0.678102346
3204125090,2010,1
3204131000,1220,1
3204131000,2010,0.3960358491
3204132000,1220,0
3204132000,2010,0
3204132500,1220,0
3204132500,2010,0
3204134500,1220,0
3204134500,2010,0
3204136000,1220,0
3204136000,2010,0.6929639179
3204138000,1220,0.9848331558
3204138000,2010,0.9982881459
3204141000,1220,1
3204141000,2010,0
3204142000,1220,0
3204142000,2010,0
3204142500,1220,0
3204142500,2010,0
3204143000,1220,1
3204143000,2010,0
3204145000,1220,1
3204145000,2010,0.9902452708
3204151000,1220,0
3204151000,2010,0
3204152000,1220,0
3204152000,2010,0
3204152500,1220,0
3204152500,2010,0
3204153000,1220,0
3204153000,2010,0
3204153500,1220,0
3204153500,2010,0
3204154000,1220,0
3204154000,2010,0
3204158000,1220,0
3204158000,2010,0
3204161000,1220,0
3204161000,2010,0
3204162000,1220,0
3204162000,2010,1
3204163000,1220,0
3204163000,2010,0.5951288366
3204165000,1220,0.04785007689
3204165000,2010,0.5743502182
3204170405,1220,0
3204170405,2010,0
3204170415,1220,0
3204170415,2010,0
3204170420,1220,0.2485110417
3204170420,2010,0
3204170425,1220,0
3204170425,2010,0
3204170430,1220,0
3204170430,2010,0
3204170435,1220,1
3204170435,2010,0
3204170485,1220,0.6725708145
3204170485,2010,0.9519106535
3204170800,1220,0.974682967
3204170800,2010,0
3204172000,1220,0
3204172000,2010,0
3204174015,1220,0
3204174015,2010,0
3204174030,1220,0
3204174030,2010,0
3204174090,1220,0.170168154
3204174090,2010,0.1497721158
3204176005,1220,0.7286167999
3204176005,2010,0
3204176010,1220,0.915933512
3204176010,2010,0.4770682171
3204176015,1220,0
3204176015,2010,0
3204176020,1220,0.7815695708
3204176020,2010,0
3204176085,1220,0.6720302455
3204176085,2010,0.7973256109
3204179002,1220,0
3204179002,2010,0
3204179003,1220,1
3204179003,2010,0
3204179006,1220,1
3204179006,2010,0
3204179010,1220,0.9715684436
3204179010,2010,0.5321085846
3204179015,1220,1
3204179015,2010,0
3204179018,1220,1
3204179018,2010,0
3204179019,1220,0
3204179019,2010,0
3204179021,1220,0.9766655385
3204179021,2010,0.6268178682
3204179025,1220,0
3204179025,2010,0
3204179030,1220,0
3204179030,2010,0
3204179035,1220,1
3204179035,2010,0.285177518
3204179040,1220,0.1076625574
3204179040,2010,0
3204179046,1220,0
3204179046,2010,0
3204179047,1220,0
3204179047,2010,0
3204179050,1220,0
3204179050,2010,0
3204179055,1220,0.8554137059
3204179055,2010,0.9487206331
3204179060,1220,0
3204179060,2010,0.8596393677
3204179086,1220,0.353413953
3204179086,2010,0.9720315386
3204180000,1220,1
3204180000,2010,0
3204190600,1220,0
3204190600,2010,0.4264525272
3204191100,1220,0
3204191100,2010,1
3204192020,1220,0
3204192020,2010,0
3204192040,1220,0
3204192040,2010,0
3204192090,1220,0
3204192090,2010,1
3204192520,1220,1
3204192520,2010,0
3204192540,1220,0
3204192540,2010,0
3204192560,1220,0
3204192560,2010,0
3204192595,1220,0.5696301508
3204192595,2010,0.9417396248
3204193000,1220,0
3204193000,2010,0
3204194000,1220,0.9684854436
3204194000,2010,0
3204195000,1220,0.9673743171
3204195000,2010,0.9757110995
3204201000,1220,0
3204201000,2010,0
3204204000,1220,0
3204204000,2010,0
3204208000,1220,0.5535714286
3204208000,2010,0.7833510819
3204900000,1220,0.7046813861
3204900000,2010,0.8572094053
3205000500,1220,0
3205000500,2010,0
3205001500,1220,0
3205001500,2010,0
3205004010,1220,0
3205004010,2010,0
3205004020,1220,0
3205004020,2010,0
3205004040,1220,0
3205004040,2010,0
3205004055,1220,0
3205004055,2010,0
3205005010,1220,0.4959903769
3205005010,2010,0
3205005020,1220,0.9019503738
3205005020,2010,0
3205005030,1220,0
3205005030,2010,0
3205005040,1220,1
3205005040,2010,0
