State Imports by NAICS Commodities,,,,
Current date: 05/12/2025 2:56 PM (Eastern Daylight Time),,,,
Measures: Customs Value (Gen) ($US),,,,
State,Commodity,Country,Time,Customs Value (Gen) ($US)
Florida,3399 Miscellaneous Manufactured Commodities,Guadeloupe,2024,"3,749"
Florida,3399 Miscellaneous Manufactured Commodities,Guatemala,2024,"2,607,292"
Florida,3399 Miscellaneous Manufactured Commodities,Haiti,2024,"4,462,996"
Florida,3399 Miscellaneous Manufactured Commodities,Honduras,2024,"16,216,164"
Florida,3399 Miscellaneous Manufactured Commodities,Hong Kong,2024,"107,206,466"
Florida,3399 Miscellaneous Manufactured Commodities,Hungary,2024,"3,262,826"
Florida,3399 Miscellaneous Manufactured Commodities,Iceland,2024,"74,904"
Florida,3399 Miscellaneous Manufactured Commodities,India,2024,"99,213,757"
Florida,3399 Miscellaneous Manufactured Commodities,Indonesia,2024,"17,720,143"
Florida,3399 Miscellaneous Manufactured Commodities,Ireland,2024,"1,217,826"
Florida,3399 Miscellaneous Manufactured Commodities,Israel,2024,"58,781,057"
Florida,3399 Miscellaneous Manufactured Commodities,Italy,2024,"169,163,237"
Florida,3399 Miscellaneous Manufactured Commodities,Jamaica,2024,"3,165"
Florida,3399 Miscellaneous Manufactured Commodities,Japan,2024,"166,139,110"
Florida,3399 Miscellaneous Manufactured Commodities,Jordan,2024,"76,691"
Florida,3399 Miscellaneous Manufactured Commodities,Kenya,2024,"290,199"
Florida,3399 Miscellaneous Manufactured Commodities,"Korea, South",2024,"26,941,656"
Florida,3399 Miscellaneous Manufactured Commodities,Kyrgyzstan,2024,"3,767"
Florida,3399 Miscellaneous Manufactured Commodities,Laos,2024,"21,000"
Florida,3399 Miscellaneous Manufactured Commodities,Latvia,2024,"331,247"
Florida,3399 Miscellaneous Manufactured Commodities,Lebanon,2024,"207,840"
Florida,3399 Miscellaneous Manufactured Commodities,Lithuania,2024,"261,966"
Florida,3399 Miscellaneous Manufactured Commodities,Luxembourg,2024,"33,615"
Florida,3399 Miscellaneous Manufactured Commodities,Macau,2024,"38,499"
Florida,3399 Miscellaneous Manufactured Commodities,Madagascar,2024,"322,413"
Florida,3399 Miscellaneous Manufactured Commodities,Malawi,2024,"5,687"
Florida,3399 Miscellaneous Manufactured Commodities,Malaysia,2024,"3,719,215"
Florida,3399 Miscellaneous Manufactured Commodities,Malta,2024,"194,889"
Florida,3399 Miscellaneous Manufactured Commodities,Martinique,2024,"2,876"
Florida,3399 Miscellaneous Manufactured Commodities,Mauritius,2024,"14,016"
Florida,3399 Miscellaneous Manufactured Commodities,Mexico,2024,"24,432,228"
Florida,3399 Miscellaneous Manufactured Commodities,Moldova,2024,"144,808"
Florida,3399 Miscellaneous Manufactured Commodities,Monaco,2024,"16,295"
Florida,3399 Miscellaneous Manufactured Commodities,Morocco,2024,"261,958"
Florida,3399 Miscellaneous Manufactured Commodities,Mozambique,2024,"601,747"
Florida,3399 Miscellaneous Manufactured Commodities,Namibia,2024,"3,712,820"
Florida,3399 Miscellaneous Manufactured Commodities,Nauru,2024,"13,027"
Florida,3399 Miscellaneous Manufactured Commodities,Nepal,2024,"444,347"
Florida,3399 Miscellaneous Manufactured Commodities,Netherlands,2024,"8,353,936"
Florida,3399 Miscellaneous Manufactured Commodities,New Caledonia,2024,869
Florida,3399 Miscellaneous Manufactured Commodities,New Zealand,2024,"171,344"
Florida,3399 Miscellaneous Manufactured Commodities,Nicaragua,2024,"46,269"
Florida,3399 Miscellaneous Manufactured Commodities,Niger,2024,"30,529"
Florida,3399 Miscellaneous Manufactured Commodities,Nigeria,2024,"1,728,246"
Florida,3399 Miscellaneous Manufactured Commodities,Niue,2024,"35,675"
Florida,3399 Miscellaneous Manufactured Commodities,Norway,2024,"988,699"
Florida,3399 Miscellaneous Manufactured Commodities,Oman,2024,399
Florida,3399 Miscellaneous Manufactured Commodities,Pakistan,2024,"6,079,515"
Florida,3399 Miscellaneous Manufactured Commodities,Panama,2024,"2,039,952"
Florida,3399 Miscellaneous Manufactured Commodities,Paraguay,2024,"58,008"
Florida,3399 Miscellaneous Manufactured Commodities,Peru,2024,"30,035,564"
Florida,3399 Miscellaneous Manufactured Commodities,Philippines,2024,"6,789,519"
Florida,3399 Miscellaneous Manufactured Commodities,Poland,2024,"10,297,731"
Florida,3399 Miscellaneous Manufactured Commodities,Portugal,2024,"914,280"
Florida,3399 Miscellaneous Manufactured Commodities,Romania,2024,"719,989"
Florida,3399 Miscellaneous Manufactured Commodities,Russia,2024,"12,861"
Florida,3399 Miscellaneous Manufactured Commodities,Samoa,2024,"501,737"
Florida,3399 Miscellaneous Manufactured Commodities,Saudi Arabia,2024,"278,111"
Florida,3399 Miscellaneous Manufactured Commodities,Senegal,2024,"102,400"
Florida,3399 Miscellaneous Manufactured Commodities,Serbia,2024,"46,145"
Florida,3399 Miscellaneous Manufactured Commodities,Sierra Leone,2024,"101,104"
Florida,3399 Miscellaneous Manufactured Commodities,Singapore,2024,"11,054,192"
Florida,3399 Miscellaneous Manufactured Commodities,Slovakia,2024,"354,549"
Florida,3399 Miscellaneous Manufactured Commodities,Slovenia,2024,"610,777"
Florida,3399 Miscellaneous Manufactured Commodities,Solomon Islands,2024,"8,700"
Florida,3399 Miscellaneous Manufactured Commodities,South Africa,2024,"16,791,768"
Florida,3399 Miscellaneous Manufactured Commodities,Spain,2024,"18,162,802"
Florida,3399 Miscellaneous Manufactured Commodities,Sri Lanka,2024,"5,677,505"
Florida,3399 Miscellaneous Manufactured Commodities,St Kitts and Nevis,2024,"353,527"
Florida,3399 Miscellaneous Manufactured Commodities,Sweden,2024,"6,194,400"
Florida,3399 Miscellaneous Manufactured Commodities,Switzerland,2024,"53,116,729"
Florida,3399 Miscellaneous Manufactured Commodities,Taiwan,2024,"24,828,322"
Florida,3399 Miscellaneous Manufactured Commodities,Tanzania,2024,"422,745"
Florida,3399 Miscellaneous Manufactured Commodities,Thailand,2024,"47,749,183"
Florida,3399 Miscellaneous Manufactured Commodities,Togo,2024,"5,908,235"
Florida,3399 Miscellaneous Manufactured Commodities,Trinidad and Tobago,2024,"629,126"
Florida,3399 Miscellaneous Manufactured Commodities,Tunisia,2024,"327,582"
Florida,3399 Miscellaneous Manufactured Commodities,Turkey,2024,"34,821,783"
Florida,3399 Miscellaneous Manufactured Commodities,Turks and Caicos Islands,2024,"15,264"
Florida,3399 Miscellaneous Manufactured Commodities,Uganda,2024,"44,933"
Florida,3399 Miscellaneous Manufactured Commodities,Ukraine,2024,"923,701"
Florida,3399 Miscellaneous Manufactured Commodities,United Arab Emirates,2024,"23,560,056"
Florida,3399 Miscellaneous Manufactured Commodities,United Kingdom,2024,"64,611,050"
Florida,3399 Miscellaneous Manufactured Commodities,Uruguay,2024,"720,818"
Florida,3399 Miscellaneous Manufactured Commodities,Uzbekistan,2024,"34,323"
Florida,3399 Miscellaneous Manufactured Commodities,Venezuela,2024,"58,904"
Florida,3399 Miscellaneous Manufactured Commodities,Vietnam,2024,"76,737,267"
Florida,3399 Miscellaneous Manufactured Commodities,Zambia,2024,"18,913"
Florida,9100 Waste And Scrap,Anguilla,2024,"3,580"
Florida,9100 Waste And Scrap,Antigua and Barbuda,2024,"1,299,474"
Florida,9100 Waste And Scrap,Argentina,2024,"875,360"
Florida,9100 Waste And Scrap,Aruba,2024,"12,738"
Florida,9100 Waste And Scrap,Austria,2024,"955,724"
Florida,9100 Waste And Scrap,Bahamas,2024,"4,336,069"
Florida,9100 Waste And Scrap,Bahrain,2024,"9,014"
Florida,9100 Waste And Scrap,Barbados,2024,"1,230,727"
Florida,9100 Waste And Scrap,Belize,2024,"17,800"
Florida,9100 Waste And Scrap,Bermuda,2024,"53,851"
Florida,9100 Waste And Scrap,Bolivia,2024,"4,304,337"
Florida,9100 Waste And Scrap,Brazil,2024,"2,050,715"
Florida,9100 Waste And Scrap,Canada,2024,"1,464,050"
Florida,9100 Waste And Scrap,Cayman Islands,2024,"2,432,251"
Florida,9100 Waste And Scrap,Chad,2024,"2,500"
Florida,9100 Waste And Scrap,Chile,2024,"4,232,264"
Florida,9100 Waste And Scrap,China,2024,"29,603,229"
Florida,9100 Waste And Scrap,Colombia,2024,"5,056,610"
Florida,9100 Waste And Scrap,Costa Rica,2024,"11,760,051"
Florida,9100 Waste And Scrap,Curacao,2024,"2,152,590"
Florida,9100 Waste And Scrap,Dominica,2024,"52,593"
Florida,9100 Waste And Scrap,Dominican Republic,2024,"8,539,237"
Florida,9100 Waste And Scrap,Ecuador,2024,"35,552,721"
Florida,9100 Waste And Scrap,El Salvador,2024,"2,623,450"
Florida,9100 Waste And Scrap,Estonia,2024,"350,489"
Florida,9100 Waste And Scrap,France,2024,"3,495"
Florida,9100 Waste And Scrap,Germany,2024,"1,389,516"
Florida,9100 Waste And Scrap,Grenada,2024,"1,538,920"
Florida,9100 Waste And Scrap,Guadeloupe,2024,"401,532"
Florida,9100 Waste And Scrap,Guatemala,2024,"4,177,084"
Florida,9100 Waste And Scrap,Guyana,2024,"2,350,774"
Florida,9100 Waste And Scrap,Haiti,2024,"903,932"
Florida,9100 Waste And Scrap,Honduras,2024,"2,267,647"
Florida,9100 Waste And Scrap,India,2024,"1,637,466"
Florida,9100 Waste And Scrap,Indonesia,2024,"37,603"
Florida,9100 Waste And Scrap,Israel,2024,"1,706,995"
Florida,9100 Waste And Scrap,Italy,2024,"1,572,108"
Florida,9100 Waste And Scrap,Jamaica,2024,"6,226,011"
Florida,9100 Waste And Scrap,Japan,2024,"6,541,809"
Florida,9100 Waste And Scrap,Kazakhstan,2024,"134,427"
Florida,9100 Waste And Scrap,"Korea, South",2024,"921,155"
Florida,9100 Waste And Scrap,Mexico,2024,"34,961,709"
Florida,9100 Waste And Scrap,Montserrat,2024,"6,644"
Florida,9100 Waste And Scrap,Netherlands,2024,"192,638"
Florida,9100 Waste And Scrap,Nicaragua,2024,"659,937"
Florida,9100 Waste And Scrap,Norway,2024,"4,096"
Florida,9100 Waste And Scrap,Pakistan,2024,"2,844,810"
Florida,9100 Waste And Scrap,Panama,2024,"39,377,391"
Florida,9100 Waste And Scrap,Paraguay,2024,"103,812"
Florida,9100 Waste And Scrap,Peru,2024,"1,244,475"
Florida,9100 Waste And Scrap,Poland,2024,"10,209"
Florida,9100 Waste And Scrap,Sint Maarten,2024,"782,525"
Florida,9100 Waste And Scrap,South Africa,2024,"14,768"
Florida,9100 Waste And Scrap,Spain,2024,"875,789"
Florida,9100 Waste And Scrap,Sri Lanka,2024,"46,303"
Florida,9100 Waste And Scrap,St Kitts and Nevis,2024,"138,441"
Florida,9100 Waste And Scrap,St Lucia,2024,"1,383,155"
Florida,9100 Waste And Scrap,St Vincent and the Grenadines,2024,"513,114"
Florida,9100 Waste And Scrap,Suriname,2024,"2,308,701"
Florida,9100 Waste And Scrap,Sweden,2024,"1,867"
Florida,9100 Waste And Scrap,Taiwan,2024,"227,147"
Florida,9100 Waste And Scrap,Thailand,2024,"19,407"
Florida,9100 Waste And Scrap,Trinidad and Tobago,2024,"2,649,185"
Florida,9100 Waste And Scrap,Turkey,2024,"3,861,532"
Florida,9100 Waste And Scrap,Turks and Caicos Islands,2024,"439,710"
Florida,9100 Waste And Scrap,United Kingdom,2024,"4,128,186"
Florida,9100 Waste And Scrap,Uruguay,2024,"437,127"
Florida,9100 Waste And Scrap,Venezuela,2024,"1,991,964"
Florida,9300 Used Or Second-hand Merchandise,Afghanistan,2024,"100,784"
Florida,9300 Used Or Second-hand Merchandise,Albania,2024,"11,873"
Florida,9300 Used Or Second-hand Merchandise,Algeria,2024,"200,000"
Florida,9300 Used Or Second-hand Merchandise,Andorra,2024,"24,744"
Florida,9300 Used Or Second-hand Merchandise,Antigua and Barbuda,2024,"10,399"
Florida,9300 Used Or Second-hand Merchandise,Argentina,2024,"11,644,433"
Florida,9300 Used Or Second-hand Merchandise,Armenia,2024,"27,532"
Florida,9300 Used Or Second-hand Merchandise,Aruba,2024,"50,392"
Florida,9300 Used Or Second-hand Merchandise,Australia,2024,"3,175,130"
Florida,9300 Used Or Second-hand Merchandise,Austria,2024,"14,353,402"
Florida,9300 Used Or Second-hand Merchandise,Bahamas,2024,"163,322"
Florida,9300 Used Or Second-hand Merchandise,Bahrain,2024,"805,525"
Florida,9300 Used Or Second-hand Merchandise,Bangladesh,2024,"7,487"
Florida,9300 Used Or Second-hand Merchandise,Belgium,2024,"18,531,582"
Florida,9300 Used Or Second-hand Merchandise,Belize,2024,"22,500"
Florida,9300 Used Or Second-hand Merchandise,Bermuda,2024,"14,686"
Florida,9300 Used Or Second-hand Merchandise,Bolivia,2024,"57,739"
Florida,9300 Used Or Second-hand Merchandise,Botswana,2024,"69,604"
Florida,9300 Used Or Second-hand Merchandise,Brazil,2024,"185,879,483"
Florida,9300 Used Or Second-hand Merchandise,British Virgin Islands,2024,"127,500"
Florida,9300 Used Or Second-hand Merchandise,Brunei,2024,"3,300"
Florida,9300 Used Or Second-hand Merchandise,Bulgaria,2024,"191,041"
Florida,9300 Used Or Second-hand Merchandise,Burkina Faso,2024,"22,000"
Florida,9300 Used Or Second-hand Merchandise,Burma,2024,"5,143"
Florida,9300 Used Or Second-hand Merchandise,Cambodia,2024,"7,330"
Florida,9300 Used Or Second-hand Merchandise,Cameroon,2024,"41,554"
Florida,9300 Used Or Second-hand Merchandise,Canada,2024,"332,786,893"
Florida,9300 Used Or Second-hand Merchandise,Cayman Islands,2024,"63,000"
Florida,9300 Used Or Second-hand Merchandise,Central African Republic,2024,"2,842"
Florida,9300 Used Or Second-hand Merchandise,Chad,2024,"8,000"
Florida,9300 Used Or Second-hand Merchandise,Chile,2024,"990,841"
Florida,9300 Used Or Second-hand Merchandise,China,2024,"5,462,967"
Florida,9300 Used Or Second-hand Merchandise,Colombia,2024,"6,394,140"
Florida,9300 Used Or Second-hand Merchandise,Cook Islands,2024,"68,170"
Florida,9300 Used Or Second-hand Merchandise,Costa Rica,2024,"307,229"
Florida,9300 Used Or Second-hand Merchandise,Cote d'Ivoire,2024,"111,936"
Florida,9300 Used Or Second-hand Merchandise,Cuba,2024,"24,000"
Florida,9300 Used Or Second-hand Merchandise,Curacao,2024,"8,000"
Florida,9300 Used Or Second-hand Merchandise,Cyprus,2024,"3,169"
Florida,9300 Used Or Second-hand Merchandise,Czech Republic,2024,"1,640,735"
Florida,9300 Used Or Second-hand Merchandise,Democratic Republic of Congo,2024,"27,372"
Florida,9300 Used Or Second-hand Merchandise,Denmark,2024,"2,216,240"
Florida,9300 Used Or Second-hand Merchandise,Dominican Republic,2024,"39,250"
Florida,9300 Used Or Second-hand Merchandise,Ecuador,2024,"205,472"
Florida,9300 Used Or Second-hand Merchandise,Egypt,2024,"496,215"
Florida,9300 Used Or Second-hand Merchandise,El Salvador,2024,"4,000"
Florida,9300 Used Or Second-hand Merchandise,Estonia,2024,"100,068"
Florida,9300 Used Or Second-hand Merchandise,Ethiopia,2024,"144,354"
Florida,9300 Used Or Second-hand Merchandise,Fiji,2024,"18,517"
Florida,9300 Used Or Second-hand Merchandise,Finland,2024,"666,914"
Florida,9300 Used Or Second-hand Merchandise,France,2024,"337,255,268"
Florida,9300 Used Or Second-hand Merchandise,French Polynesia,2024,"34,100"
Florida,9300 Used Or Second-hand Merchandise,Gabon,2024,"46,975"
Florida,9300 Used Or Second-hand Merchandise,Georgia,2024,"14,767"
Florida,9300 Used Or Second-hand Merchandise,Germany,2024,"180,986,180"
Florida,9300 Used Or Second-hand Merchandise,Ghana,2024,"160,192"
Florida,9300 Used Or Second-hand Merchandise,Gibraltar,2024,"3,600"
Florida,9300 Used Or Second-hand Merchandise,Greece,2024,"1,472,723"
Florida,9300 Used Or Second-hand Merchandise,Guadeloupe,2024,"20,996"
Florida,9300 Used Or Second-hand Merchandise,Guatemala,2024,"157,419"
Florida,9300 Used Or Second-hand Merchandise,Guinea,2024,"18,924"
Florida,9300 Used Or Second-hand Merchandise,Haiti,2024,"111,850"
Florida,9300 Used Or Second-hand Merchandise,Honduras,2024,"133,862"
Florida,9300 Used Or Second-hand Merchandise,Hong Kong,2024,"499,755"
Florida,9300 Used Or Second-hand Merchandise,Hungary,2024,"508,479"
Florida,9300 Used Or Second-hand Merchandise,Iceland,2024,"86,664"
Florida,9300 Used Or Second-hand Merchandise,India,2024,"2,663,558"
Florida,9300 Used Or Second-hand Merchandise,Indonesia,2024,"1,006,437"
Florida,9300 Used Or Second-hand Merchandise,Iran,2024,"5,551"
Florida,9300 Used Or Second-hand Merchandise,Iraq,2024,"102,504"
Florida,9300 Used Or Second-hand Merchandise,Ireland,2024,"794,439"
Florida,9300 Used Or Second-hand Merchandise,Israel,2024,"6,545,469"
Florida,9300 Used Or Second-hand Merchandise,Italy,2024,"130,773,214"
Florida,9300 Used Or Second-hand Merchandise,Jamaica,2024,"45,000"
Florida,9300 Used Or Second-hand Merchandise,Japan,2024,"76,255,028"
Florida,9300 Used Or Second-hand Merchandise,Jordan,2024,"15,405"
Florida,9300 Used Or Second-hand Merchandise,Kenya,2024,"286,405"
Florida,9300 Used Or Second-hand Merchandise,"Korea, South",2024,"9,884,236"
Florida,9300 Used Or Second-hand Merchandise,Kosovo,2024,"24,883"
Florida,9300 Used Or Second-hand Merchandise,Latvia,2024,"81,400"
Florida,9300 Used Or Second-hand Merchandise,Lebanon,2024,"132,527"
Florida,9300 Used Or Second-hand Merchandise,Liberia,2024,"49,500"
Florida,9300 Used Or Second-hand Merchandise,Libya,2024,"18,092"
Florida,9300 Used Or Second-hand Merchandise,Lithuania,2024,"227,576"
Florida,9300 Used Or Second-hand Merchandise,Luxembourg,2024,"62,117"
Florida,9300 Used Or Second-hand Merchandise,Macedonia,2024,"8,182"
Florida,9300 Used Or Second-hand Merchandise,Madagascar,2024,"27,109"
Florida,9300 Used Or Second-hand Merchandise,Malawi,2024,"13,175"
Florida,9300 Used Or Second-hand Merchandise,Malaysia,2024,"66,039"
Florida,9300 Used Or Second-hand Merchandise,Mali,2024,"13,217"
Florida,9300 Used Or Second-hand Merchandise,Malta,2024,"148,580"
Florida,9300 Used Or Second-hand Merchandise,Martinique,2024,"70,000"
Florida,9300 Used Or Second-hand Merchandise,Mauritius,2024,"30,264"
Florida,9300 Used Or Second-hand Merchandise,Mexico,2024,"11,492,881"
Florida,9300 Used Or Second-hand Merchandise,Monaco,2024,"333,850"
Florida,9300 Used Or Second-hand Merchandise,Mongolia,2024,"6,587"
Florida,9300 Used Or Second-hand Merchandise,Morocco,2024,"135,002"
Florida,9300 Used Or Second-hand Merchandise,Namibia,2024,"6,616"
Florida,9300 Used Or Second-hand Merchandise,Nepal,2024,"17,776"
Florida,9300 Used Or Second-hand Merchandise,Netherlands,2024,"14,634,973"
Florida,9300 Used Or Second-hand Merchandise,New Zealand,2024,"371,766"
Florida,9300 Used Or Second-hand Merchandise,Nicaragua,2024,"2,371"
Florida,9300 Used Or Second-hand Merchandise,Niger,2024,"11,534"
Florida,9300 Used Or Second-hand Merchandise,Nigeria,2024,"216,711"
Florida,9300 Used Or Second-hand Merchandise,Niue,2024,"102,494"
Florida,9300 Used Or Second-hand Merchandise,Norway,2024,"1,138,846"
Florida,9300 Used Or Second-hand Merchandise,Pakistan,2024,"97,097"
Florida,9300 Used Or Second-hand Merchandise,Panama,2024,"6,582,261"
Florida,9300 Used Or Second-hand Merchandise,Papua New Guinea,2024,"28,451"
Florida,9300 Used Or Second-hand Merchandise,Peru,2024,"1,962,079"
Florida,9300 Used Or Second-hand Merchandise,Philippines,2024,"180,385"
Florida,9300 Used Or Second-hand Merchandise,Poland,2024,"1,217,532"
Florida,9300 Used Or Second-hand Merchandise,Portugal,2024,"2,693,032"
Florida,9300 Used Or Second-hand Merchandise,Qatar,2024,"3,000"
Florida,9300 Used Or Second-hand Merchandise,Romania,2024,"152,396"
Florida,9300 Used Or Second-hand Merchandise,Russia,2024,"545,477"
Florida,9300 Used Or Second-hand Merchandise,Rwanda,2024,"5,300"
Florida,9300 Used Or Second-hand Merchandise,Samoa,2024,"9,000"
Florida,9300 Used Or Second-hand Merchandise,San Marino,2024,"20,000"
Florida,9300 Used Or Second-hand Merchandise,Saudi Arabia,2024,"1,080,815"
Florida,9300 Used Or Second-hand Merchandise,Senegal,2024,"2,161"
Florida,9300 Used Or Second-hand Merchandise,Serbia,2024,"75,069"
Florida,9300 Used Or Second-hand Merchandise,Seychelles,2024,"9,400"
Florida,9300 Used Or Second-hand Merchandise,Singapore,2024,"1,383,170"
Florida,9300 Used Or Second-hand Merchandise,Slovakia,2024,"1,250,181"
Florida,9300 Used Or Second-hand Merchandise,Slovenia,2024,"6,577"
Florida,9300 Used Or Second-hand Merchandise,Somalia,2024,"67,480"
Florida,9300 Used Or Second-hand Merchandise,South Africa,2024,"4,591,098"
Florida,9300 Used Or Second-hand Merchandise,Spain,2024,"29,548,333"
Florida,9300 Used Or Second-hand Merchandise,Sri Lanka,2024,"38,410"
Florida,9300 Used Or Second-hand Merchandise,St Helena,2024,"39,424"
Florida,9300 Used Or Second-hand Merchandise,St Lucia,2024,"75,000"
Florida,9300 Used Or Second-hand Merchandise,Suriname,2024,"4,200"
Florida,9300 Used Or Second-hand Merchandise,Sweden,2024,"4,191,043"
Florida,9300 Used Or Second-hand Merchandise,Switzerland,2024,"66,313,823"
Florida,9300 Used Or Second-hand Merchandise,Syria,2024,"18,136"
Florida,9300 Used Or Second-hand Merchandise,Taiwan,2024,"382,971"
Florida,9300 Used Or Second-hand Merchandise,Tanzania,2024,"11,320"
Florida,9300 Used Or Second-hand Merchandise,Thailand,2024,"2,109,165"
Florida,9300 Used Or Second-hand Merchandise,Tonga,2024,"2,557"
Florida,9300 Used Or Second-hand Merchandise,Trinidad and Tobago,2024,"1,158,759"
Florida,9300 Used Or Second-hand Merchandise,Tunisia,2024,"32,247"
Florida,9300 Used Or Second-hand Merchandise,Turkey,2024,"999,964"
Florida,9300 Used Or Second-hand Merchandise,Tuvalu,2024,"3,000"
Florida,9300 Used Or Second-hand Merchandise,Uganda,2024,"10,530"
Florida,9300 Used Or Second-hand Merchandise,Ukraine,2024,"44,637"
Florida,9300 Used Or Second-hand Merchandise,United Arab Emirates,2024,"1,190,342"
Florida,9300 Used Or Second-hand Merchandise,United Kingdom,2024,"164,598,038"
Florida,9300 Used Or Second-hand Merchandise,Uruguay,2024,"229,948"
Florida,9300 Used Or Second-hand Merchandise,Venezuela,2024,"507,280"
Florida,9300 Used Or Second-hand Merchandise,Vietnam,2024,"241,358"
Florida,9300 Used Or Second-hand Merchandise,Zambia,2024,"17,830"
Florida,9300 Used Or Second-hand Merchandise,Zimbabwe,2024,"87,368"
Florida,9800 Goods Returned (exports For Canada Only),Albania,2024,"127,259"
Florida,9800 Goods Returned (exports For Canada Only),Algeria,2024,"594,328"
Florida,9800 Goods Returned (exports For Canada Only),Anguilla,2024,"118,624"
Florida,9800 Goods Returned (exports For Canada Only),Antigua and Barbuda,2024,"932,515"
Florida,9800 Goods Returned (exports For Canada Only),Argentina,2024,"136,465,441"
Florida,9800 Goods Returned (exports For Canada Only),Armenia,2024,"283,373"
Florida,9800 Goods Returned (exports For Canada Only),Aruba,2024,"1,813,896"
Florida,9800 Goods Returned (exports For Canada Only),Australia,2024,"51,115,136"
Florida,9800 Goods Returned (exports For Canada Only),Austria,2024,"12,219,802"
Florida,9800 Goods Returned (exports For Canada Only),Azerbaijan,2024,"441,032"
Florida,9800 Goods Returned (exports For Canada Only),Bahamas,2024,"512,714,616"
Florida,9800 Goods Returned (exports For Canada Only),Bahrain,2024,"4,678,379"
Florida,9800 Goods Returned (exports For Canada Only),Bangladesh,2024,"832,986"
Florida,9800 Goods Returned (exports For Canada Only),Barbados,2024,"4,893,961"
Florida,9800 Goods Returned (exports For Canada Only),Belgium,2024,"54,105,104"
Florida,9800 Goods Returned (exports For Canada Only),Belize,2024,"1,469,992"
Florida,9800 Goods Returned (exports For Canada Only),Benin,2024,"3,000,000"
Florida,9800 Goods Returned (exports For Canada Only),Bermuda,2024,"8,117,246"
Florida,9800 Goods Returned (exports For Canada Only),Bolivia,2024,"3,678,511"
Florida,9800 Goods Returned (exports For Canada Only),Bosnia and Herzegovina,2024,"12,500"
Florida,9800 Goods Returned (exports For Canada Only),Botswana,2024,"77,185"
Florida,9800 Goods Returned (exports For Canada Only),Brazil,2024,"1,030,864,376"
Florida,9800 Goods Returned (exports For Canada Only),British Virgin Islands,2024,"6,126,693"
Florida,9800 Goods Returned (exports For Canada Only),Brunei,2024,"317,621"
Florida,9800 Goods Returned (exports For Canada Only),Bulgaria,2024,"475,538"
Florida,9800 Goods Returned (exports For Canada Only),Burkina Faso,2024,"13,776"
Florida,9800 Goods Returned (exports For Canada Only),Cabo Verde,2024,"30,317"
Florida,9800 Goods Returned (exports For Canada Only),Cambodia,2024,"9,303"
Florida,9800 Goods Returned (exports For Canada Only),Cameroon,2024,"9,361"
Florida,9800 Goods Returned (exports For Canada Only),Canada,2024,"633,637,034"
Florida,9800 Goods Returned (exports For Canada Only),Cayman Islands,2024,"4,576,623"
Florida,9800 Goods Returned (exports For Canada Only),Central African Republic,2024,"83,671"
Florida,9800 Goods Returned (exports For Canada Only),Chad,2024,"20,000"
Florida,9800 Goods Returned (exports For Canada Only),Chile,2024,"305,530,868"
Florida,9800 Goods Returned (exports For Canada Only),China,2024,"194,589,046"
Florida,9800 Goods Returned (exports For Canada Only),Colombia,2024,"157,644,305"
Florida,9800 Goods Returned (exports For Canada Only),Congo,2024,"250,000"
Florida,9800 Goods Returned (exports For Canada Only),Costa Rica,2024,"15,434,029"
Florida,9800 Goods Returned (exports For Canada Only),Cote d'Ivoire,2024,"5,000"
Florida,9800 Goods Returned (exports For Canada Only),Croatia,2024,"58,914"
Florida,9800 Goods Returned (exports For Canada Only),Cuba,2024,"34,121"
Florida,9800 Goods Returned (exports For Canada Only),Curacao,2024,"1,545,224"
Florida,9800 Goods Returned (exports For Canada Only),Cyprus,2024,"7,478"
Florida,9800 Goods Returned (exports For Canada Only),Czech Republic,2024,"3,644,245"
Florida,9800 Goods Returned (exports For Canada Only),Democratic Republic of Congo,2024,"145,000"
Florida,9800 Goods Returned (exports For Canada Only),Denmark,2024,"12,278,169"
Florida,9800 Goods Returned (exports For Canada Only),Djibouti,2024,"66,307"
Florida,9800 Goods Returned (exports For Canada Only),Dominica,2024,"133,344"
Florida,9800 Goods Returned (exports For Canada Only),Dominican Republic,2024,"65,099,606"
Florida,9800 Goods Returned (exports For Canada Only),Ecuador,2024,"15,707,357"
Florida,9800 Goods Returned (exports For Canada Only),Egypt,2024,"667,760"
Florida,9800 Goods Returned (exports For Canada Only),El Salvador,2024,"40,491,451"
Florida,9800 Goods Returned (exports For Canada Only),Estonia,2024,"1,686,977"
Florida,9800 Goods Returned (exports For Canada Only),Eswatini,2024,"2,700"
Florida,9800 Goods Returned (exports For Canada Only),Ethiopia,2024,"533,153"
Florida,9800 Goods Returned (exports For Canada Only),Falkland Islands (Islas Malvinas),2024,"4,394"
Florida,9800 Goods Returned (exports For Canada Only),Fiji,2024,"64,198"
Florida,9800 Goods Returned (exports For Canada Only),Finland,2024,"4,127,272"
Florida,9800 Goods Returned (exports For Canada Only),France,2024,"188,574,981"
Florida,9800 Goods Returned (exports For Canada Only),French Guiana,2024,"2,012"
Florida,9800 Goods Returned (exports For Canada Only),French Polynesia,2024,"161,820"
Florida,9800 Goods Returned (exports For Canada Only),French Southern and Antarctic Lands,2024,"2,982"
Florida,9800 Goods Returned (exports For Canada Only),Gabon,2024,"166,162"
Florida,9800 Goods Returned (exports For Canada Only),Georgia,2024,"2,194,463"
Florida,9800 Goods Returned (exports For Canada Only),Germany,2024,"794,267,347"
Florida,9800 Goods Returned (exports For Canada Only),Ghana,2024,"205,612"
